solar_all_sky_kwh_m2_day,solar_clear_sky_kwh_m2_day,clearness_index,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_10m_m_s,wind_direction_10m_deg,surface_pressure_kpa,TS,T2MDEW,T2MWET,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,precipitation_mm,date,pm25_ug_m3
5.5008,8.0462,0.49,27.32,28.22,26.31,81.15,4.6,143.5,100.17,28.9,23.81,25.57,3.7018,2.5726,5.06,2024-02-08,2.6097062
6.395,7.9068,0.57,27.7,28.33,26.95,79.68,3.3,179.1,100.32,29.16,23.88,25.79,5.9827,2.0335,3.52,2024-02-09,4.800725
5.8658,7.7506,0.52,28.72,29.91,27.86,76.72,2.64,324.5,100.25,29.51,24.19,26.45,3.2304,3.1339,12.49,2024-02-10,5.504546
5.4017,7.6123,0.48,29.43,30.21,28.62,87.1,6.67,357.6,99.98,29.3,27.06,28.25,1.6469,3.3221,16.02,2024-02-11,6.1907597
5.2608,7.7172,0.47,29.28,29.61,28.91,88.15,8.24,11.7,99.9,29.25,27.13,28.2,0.9698,3.5659,8.04,2024-02-12,5.8604712
6.5671,7.6855,0.59,29.45,30.35,28.67,83.91,4.33,16.8,100.04,29.69,26.45,27.95,4.973,2.3263,5.08,2024-02-13,3.7900066
6.3415,7.6313,0.57,29.32,30.17,28.33,81.42,2.0,42.8,100.16,30.0,25.82,27.57,4.2593,2.646,8.74,2024-02-14,4.427772
3.769,7.8005,0.34,28.91,29.55,28.02,83.38,3.79,57.4,100.3,29.65,25.82,27.37,0.7097,2.4389,39.35,2024-02-15,6.2235584
2.5181,7.7198,0.23,28.49,29.16,28.06,83.72,9.01,103.7,100.47,28.96,25.49,26.99,0.6847,1.5355,65.96,2024-02-16,10.070721
4.8394,7.6217,0.44,28.0,28.48,27.6,78.82,8.94,108.2,100.6,28.56,24.0,26.0,2.4722,2.359,30.22,2024-02-17,8.64403
6.4373,7.6152,0.58,28.29,29.14,27.46,79.16,6.67,101.1,100.57,28.99,24.34,26.31,5.1946,2.2778,4.32,2024-02-18,6.477684
2.7914,7.6186,0.25,27.99,28.42,27.64,85.72,6.62,63.9,100.61,28.55,25.4,26.69,0.1301,2.029,51.68,2024-02-19,4.4363303
3.5594,7.5734,0.32,28.96,30.13,27.98,84.26,4.87,351.0,100.63,29.09,26.05,27.5,0.8638,2.3239,10.46,2024-02-20,4.225697
5.7264,7.608,0.52,28.92,29.8,28.11,87.28,3.18,356.1,100.64,29.0,26.61,27.77,2.6566,2.9364,8.82,2024-02-21,7.727831
4.5149,7.5696,0.41,28.17,28.52,27.89,89.53,4.5,129.1,100.65,28.78,26.3,27.23,0.793,2.9897,13.42,2024-02-22,5.1777
3.0917,7.5682,0.28,28.34,29.02,27.8,88.9,5.29,69.2,100.68,28.7,26.35,27.34,0.163,2.2466,14.19,2024-02-23,5.348181
2.7806,7.4554,0.26,28.43,29.57,27.6,85.32,2.37,106.2,100.71,29.2,25.73,27.08,0.5458,1.8521,17.79,2024-02-24,3.2374814
5.0515,7.3584,0.47,28.31,29.13,27.77,83.46,2.63,352.1,100.68,28.99,25.25,26.78,1.2278,3.173,21.47,2024-02-25,3.163919
6.4294,7.3733,0.6,28.39,28.96,27.57,80.36,3.01,11.0,100.74,29.16,24.7,26.55,4.6214,2.4638,3.54,2024-02-26,3.2060611
6.9586,7.5228,0.65,29.14,30.24,27.88,82.08,3.16,4.1,100.95,29.38,25.77,27.46,6.3965,1.855,1.31,2024-02-27,1.0536994
6.8143,7.517,0.64,29.03,29.63,28.56,83.44,2.52,52.5,101.04,29.3,25.95,27.49,6.2558,2.591,0.68,2024-02-28,2.3611479
5.622,7.493,0.53,29.13,29.83,28.28,79.04,2.0,356.0,100.9,29.32,25.11,27.12,3.0775,2.6868,3.11,2024-02-29,4.269886
6.3636,7.5106,0.6,29.13,29.69,28.62,77.59,1.92,100.7,100.94,29.99,24.82,26.97,5.6347,1.699,2.12,2024-03-01,1.5838282
6.925,7.5576,0.65,29.24,30.03,28.39,80.7,5.13,99.7,101.06,29.74,25.59,27.42,7.2682,1.5979,1.57,2024-03-02,3.1112642
6.24,7.4933,0.59,29.26,29.89,28.71,81.28,6.92,102.4,101.15,29.53,25.74,27.5,5.7977,2.6688,1.46,2024-03-03,3.2435422
6.4058,7.511,0.61,29.17,29.93,28.54,80.07,6.78,102.3,101.13,29.42,25.39,27.28,7.5998,2.8951,0.3,2024-03-04,5.8197074
6.7133,7.5425,0.64,29.2,29.98,28.59,77.33,6.49,93.6,100.96,29.39,24.84,27.02,6.9379,1.7952,0.1,2024-03-05,4.1607857
6.3084,7.5324,0.6,28.97,29.73,28.23,79.48,6.03,113.1,100.88,29.6,25.08,27.02,5.9381,2.3251,3.77,2024-03-06,4.5317955
6.0094,7.3882,0.57,28.9,29.71,28.1,82.11,6.97,109.4,100.8,29.55,25.56,27.23,4.1719,2.4048,9.51,2024-03-07,5.1197624
3.7471,7.3985,0.36,28.51,28.98,28.06,81.82,5.71,95.4,100.76,28.96,25.12,26.81,0.366,2.6782,8.45,2024-03-08,5.731056
3.9468,7.3514,0.38,28.58,29.38,27.67,80.17,4.18,85.3,100.76,29.05,24.84,26.71,0.4099,2.8663,17.06,2024-03-09,7.562555
3.7978,7.2535,0.37,27.82,28.21,27.23,81.65,2.17,66.9,100.74,28.88,24.39,26.11,0.3034,2.6798,39.93,2024-03-10,3.8847644
3.6185,7.2012,0.35,27.35,28.12,26.7,82.49,2.64,26.8,100.7,28.79,24.12,25.74,0.2503,2.6227,25.06,2024-03-11,5.5901947
2.0047,7.1575,0.2,27.23,27.84,26.75,84.71,3.91,335.7,100.62,28.43,24.45,25.84,0.3238,1.3822,23.67,2024-03-12,5.6135364
2.0866,7.0303,0.2,27.58,28.3,26.98,85.64,4.39,321.0,100.59,28.53,24.97,26.27,0.2818,1.3954,21.97,2024-03-13,3.8610892
3.426,6.9977,0.34,28.47,29.54,27.47,85.84,7.52,330.6,100.53,28.7,25.88,27.17,0.7226,2.3806,13.6,2024-03-14,5.5526857
4.8118,7.037,0.47,28.91,30.1,28.33,87.03,8.03,319.2,100.41,28.79,26.55,27.73,3.3725,1.9822,15.08,2024-03-15,3.774275
2.2092,6.9691,0.22,28.37,29.21,27.79,87.09,8.76,325.4,100.37,28.58,26.04,27.2,0.1615,1.643,49.08,2024-03-16,3.8038833
3.0698,6.9876,0.3,28.42,29.49,27.76,86.83,8.11,303.1,100.22,28.65,26.02,27.22,0.2491,2.1744,63.78,2024-03-17,4.3565507
4.051,6.9583,0.4,28.2,28.83,27.64,83.62,3.61,155.1,100.53,28.85,25.18,26.69,5.7559,1.8502,4.68,2024-03-18,3.076984
3.8837,6.9576,0.39,27.65,28.24,27.12,84.21,5.06,133.0,100.76,28.45,24.77,26.21,0.9125,2.6335,31.65,2024-03-19,5.0228977
2.2265,6.7951,0.22,27.69,28.42,26.97,86.17,5.79,31.8,100.71,28.54,25.19,26.44,0.1423,1.6015,110.3,2024-03-20,3.9490545
3.6362,6.8431,0.37,27.49,28.09,27.08,84.58,6.07,214.5,100.73,28.49,24.68,26.08,0.6122,2.6069,12.3,2024-03-21,7.679134
3.8803,6.78,0.39,28.08,29.1,27.0,82.8,2.95,142.3,100.82,28.48,24.89,26.48,0.9962,2.5896,24.09,2024-03-22,6.3303246
3.0535,6.8129,0.31,28.64,29.47,27.61,79.54,2.51,296.2,100.84,28.76,24.76,26.7,1.062,1.8293,11.7,2024-03-23,3.0806787
5.2819,6.775,0.54,28.44,29.17,27.74,82.47,3.31,339.0,100.82,28.68,25.18,26.81,4.6171,1.7237,22.86,2024-03-24,4.049177
5.2394,6.8016,0.54,28.85,30.22,27.72,81.85,3.08,292.9,100.83,29.13,25.43,27.14,4.0279,2.0302,59.25,2024-03-25,3.7624092
3.647,6.6934,0.38,28.64,29.49,27.92,81.64,2.73,343.6,100.91,28.86,25.2,26.92,0.3799,2.628,32.46,2024-03-26,11.703435
3.1877,6.7061,0.33,28.77,29.95,27.78,83.08,4.57,343.3,100.88,28.83,25.63,27.2,0.1577,2.3549,5.24,2024-03-27,6.1589346
3.0828,6.6355,0.32,27.93,28.34,27.56,87.1,5.46,351.1,100.81,28.32,25.61,26.77,1.6022,2.0731,8.98,2024-03-28,7.4084167
1.8144,6.659,0.19,27.53,27.94,27.06,86.48,3.95,339.9,100.75,28.25,25.09,26.31,0.2453,1.3459,17.54,2024-03-29,5.089923
1.0502,6.6158,0.11,27.05,28.1,26.42,86.26,6.76,265.1,100.73,27.96,24.57,25.81,0.1022,0.8191,70.72,2024-03-30,7.894627
3.1742,6.3643,0.33,27.27,28.31,26.21,85.42,5.42,48.7,100.92,28.06,24.63,25.95,0.259,2.3393,3.42,2024-03-31,4.016741
3.7994,6.5417,0.4,28.22,28.86,27.51,83.17,5.15,36.9,101.04,28.56,25.11,26.66,0.6144,2.6904,8.44,2024-04-01,6.89608
5.1247,6.5023,0.55,28.41,28.87,27.85,85.44,5.97,99.1,101.06,28.67,25.76,27.08,3.553,2.4655,7.92,2024-04-02,4.74909
4.5756,6.505,0.49,28.62,29.21,28.18,84.49,7.54,110.3,101.07,28.59,25.77,27.2,2.4934,2.9215,4.83,2024-04-03,6.687106
4.8991,6.4363,0.53,28.44,29.05,28.1,82.24,8.13,104.6,101.02,28.39,25.14,26.79,3.4106,2.0618,3.72,2024-04-04,6.6823525
5.0434,6.4654,0.55,27.8,28.44,27.0,81.62,8.08,119.8,101.0,28.38,24.38,26.09,3.5827,2.2565,4.18,2024-04-05,6.5508275
4.7796,6.5122,0.52,27.42,28.35,26.85,81.1,5.99,121.4,100.9,28.43,23.91,25.66,3.6845,2.1002,1.12,2024-04-06,5.7486105
5.1514,6.4421,0.56,27.7,28.66,26.9,81.31,7.2,115.7,100.76,28.42,24.22,25.96,4.445,1.9927,2.23,2024-04-07,6.767522
4.6925,6.2928,0.52,27.92,28.54,27.29,82.53,8.5,113.7,100.81,28.3,24.69,26.3,2.4528,2.6986,10.45,2024-04-08,5.9124117
1.7676,6.2318,0.2,28.12,28.54,27.79,87.05,6.71,100.2,100.81,28.16,25.78,26.95,0.1186,1.3546,26.39,2024-04-09,5.2810307
5.5418,6.3206,0.61,28.12,28.81,27.6,86.23,6.27,102.3,100.81,28.72,25.62,26.87,5.375,1.7916,3.4,2024-04-10,4.443038
5.8493,6.2623,0.65,27.91,28.51,27.44,85.05,5.84,108.6,100.72,28.64,25.18,26.54,6.4164,1.5002,0.32,2024-04-11,3.6166945
6.0086,6.1834,0.67,27.91,28.77,27.12,83.68,3.89,91.9,100.79,28.84,24.9,26.4,6.6775,1.3315,0.83,2024-04-12,1.3460877
6.137,6.2179,0.69,28.03,29.06,27.26,80.86,3.62,99.3,101.03,28.89,24.44,26.23,7.7414,0.9125,0.28,2024-04-13,0.4457661
5.9074,6.1987,0.67,28.01,29.03,27.1,80.94,4.78,109.7,101.15,28.78,24.45,26.23,6.6343,1.409,0.23,2024-04-14,3.5816684
5.4703,6.2705,0.62,27.9,28.73,27.06,81.85,5.21,118.2,101.17,28.76,24.52,26.21,5.7398,1.7333,0.46,2024-04-15,4.0449777
5.7202,6.2604,0.65,27.87,28.67,27.15,82.33,5.88,121.5,101.07,28.73,24.6,26.24,6.3125,1.537,0.61,2024-04-16,5.0344334
5.5159,6.2472,0.63,28.13,29.24,27.38,78.31,7.31,123.8,101.01,28.63,24.01,26.07,6.3967,1.5086,0.59,2024-04-17,5.72685
3.9132,6.0677,0.45,28.06,28.97,27.25,83.76,8.24,113.6,100.95,28.65,25.08,26.57,2.7305,1.921,4.55,2024-04-18,7.573263
4.3517,6.0329,0.51,28.31,29.15,27.69,83.11,7.91,103.9,101.05,28.64,25.17,26.74,2.801,2.4684,4.0,2024-04-19,7.690936
4.0651,5.9338,0.47,28.34,29.07,27.85,81.87,7.01,91.8,101.06,28.51,24.96,26.65,1.3145,2.8006,2.08,2024-04-20,6.3331456
4.7083,5.9966,0.55,28.04,28.74,27.51,78.57,4.89,87.3,100.99,28.41,23.98,26.01,2.5306,2.5481,0.8,2024-04-21,6.006065
4.5818,5.91,0.54,28.25,29.65,27.27,79.15,3.94,54.4,100.85,28.71,24.26,26.26,3.4682,2.891,3.76,2024-04-22,6.826823
4.3039,5.7355,0.51,28.27,28.99,27.44,86.9,3.06,2.3,100.75,28.6,25.89,27.08,2.0369,2.8406,5.63,2024-04-23,5.7559714
5.165,5.7926,0.62,28.71,30.22,27.74,81.86,1.99,340.4,100.67,29.35,25.29,27.0,5.7797,1.4635,0.71,2024-04-24,1.7032064
5.1434,5.7646,0.62,28.73,30.21,27.3,82.12,1.73,54.8,100.73,29.41,25.36,27.05,6.2441,1.2343,5.65,2024-04-25,1.5115092
5.0875,5.7763,0.61,28.89,29.89,27.9,79.11,2.03,344.2,100.87,29.07,24.89,26.89,4.3169,2.2428,10.21,2024-04-26,2.320519
5.2886,5.6976,0.64,28.3,28.99,27.64,82.09,3.0,100.5,100.98,29.28,24.96,26.63,6.4255,1.2242,3.17,2024-04-27,2.078778
3.8302,5.7199,0.47,28.05,28.64,27.44,85.41,4.39,98.8,100.95,29.2,25.4,26.73,2.2774,2.153,2.8,2024-04-28,2.6507082
4.5653,5.6765,0.56,28.4,29.21,27.66,82.96,4.43,74.8,100.89,28.94,25.23,26.82,5.4134,1.4218,18.09,2024-04-29,6.705534
4.5346,5.6486,0.56,28.09,28.7,27.57,79.85,3.7,104.8,100.83,28.75,24.3,26.2,5.5639,1.2566,3.52,2024-04-30,2.1999967
5.1799,5.6683,0.64,28.05,29.09,27.25,82.02,5.28,111.5,100.88,28.84,24.71,26.38,6.4349,1.2708,0.62,2024-05-01,3.996533
4.8144,5.569,0.6,28.41,29.25,27.59,85.65,5.01,110.0,100.75,29.16,25.79,27.1,5.4958,1.4532,3.66,2024-05-02,3.700478
4.698,5.5154,0.59,28.37,29.14,27.79,81.3,3.77,94.6,100.58,29.19,24.86,26.62,5.3702,1.41,2.0,2024-05-03,3.3511932
3.1008,5.4415,0.39,27.9,28.77,27.13,84.7,6.35,141.1,100.5,28.67,25.11,26.51,1.4938,2.2243,18.62,2024-05-04,5.361045
2.6417,5.4055,0.33,27.48,28.14,26.94,84.89,8.0,132.3,100.53,28.42,24.73,26.1,0.2945,1.9337,18.0,2024-05-05,3.9043968
2.5416,5.375,0.32,27.91,28.8,27.34,87.4,6.4,129.1,100.44,28.49,25.64,26.77,0.21,1.9229,19.63,2024-05-06,3.7867203
3.4018,5.3743,0.43,27.19,28.25,25.83,87.0,6.16,143.1,100.5,28.15,24.86,26.03,1.2754,2.2766,18.52,2024-05-07,4.342965
3.7673,5.4468,0.48,25.92,26.65,25.24,80.18,6.49,183.0,100.59,27.59,22.25,24.08,3.5131,1.6354,1.5,2024-05-08,4.2407036
4.8972,5.6102,0.63,25.25,26.13,24.27,72.56,7.29,205.1,100.74,27.07,19.98,22.61,5.9695,1.3642,0.02,2024-05-09,6.1662107
5.1074,5.6765,0.66,24.96,26.13,23.75,67.55,5.96,176.5,100.94,26.79,18.55,21.76,6.1294,1.3778,0.01,2024-05-10,4.900912
4.589,5.4838,0.6,25.31,26.22,24.59,71.26,7.6,140.7,101.16,26.88,19.75,22.53,4.5626,1.7587,0.15,2024-05-11,8.135217
3.7397,5.5099,0.49,25.67,26.73,24.56,68.3,7.94,119.7,101.24,26.8,19.4,22.54,1.3762,2.508,0.12,2024-05-12,8.570609
3.87,5.3323,0.51,26.21,26.95,25.75,78.32,8.27,110.7,101.26,27.09,22.15,24.18,3.2246,2.5207,6.06,2024-05-13,8.645884
3.3403,5.1991,0.44,26.76,27.45,26.01,81.68,7.92,106.1,101.29,27.31,23.38,25.08,0.7154,2.3563,7.53,2024-05-14,8.489309
0.9158,5.0664,0.12,26.95,27.49,26.46,86.32,6.49,106.8,101.22,27.31,24.49,25.72,0.0593,0.7433,14.59,2024-05-15,4.2847433
3.8707,5.1739,0.51,27.14,28.04,26.63,88.28,4.18,87.1,101.04,27.56,25.04,26.09,3.7337,1.6764,21.28,2024-05-16,5.416055
4.8274,5.2037,0.65,27.37,28.37,26.42,85.08,4.8,64.1,100.82,27.76,24.64,26.01,5.7266,1.2742,1.38,2024-05-17,4.115435
4.4722,5.1348,0.6,27.77,28.74,26.95,83.43,4.42,55.4,100.72,27.91,24.71,26.24,5.7811,1.243,4.0,2024-05-18,6.0872335
4.6349,5.1175,0.62,27.83,28.76,27.14,86.89,4.69,74.9,100.75,27.98,25.46,26.65,5.5728,1.2578,2.24,2024-05-19,4.3451037
4.7042,5.0546,0.64,27.96,28.85,27.17,90.71,4.32,52.0,100.86,27.91,26.31,27.13,6.288,1.014,2.13,2024-05-20,4.9701185
5.0474,5.0873,0.69,27.95,29.06,27.08,89.66,3.15,53.9,100.96,28.31,26.1,27.02,7.0951,0.7939,0.42,2024-05-21,5.260425
3.2906,4.9675,0.45,27.53,28.19,26.89,86.01,2.98,90.9,100.98,28.19,24.99,26.26,3.4711,1.4311,12.22,2024-05-22,3.9619224
2.8409,4.9829,0.39,26.91,27.66,26.29,83.08,3.78,100.6,100.95,27.85,23.82,25.36,2.1828,1.5787,5.91,2024-05-23,3.2042565
3.8364,4.9387,0.53,26.76,28.04,26.01,83.16,3.71,157.5,101.01,27.61,23.67,25.22,3.4289,1.6373,7.93,2024-05-24,3.107445
2.844,4.9229,0.39,26.34,26.96,25.88,84.77,6.86,136.6,101.08,27.32,23.59,24.96,2.7739,1.6219,4.42,2024-05-25,3.1390996
2.3508,4.902,0.33,25.97,26.81,25.48,85.77,7.03,132.2,101.08,27.17,23.42,24.69,2.508,1.2442,14.63,2024-05-26,5.316764
2.0366,4.8096,0.28,26.48,27.26,25.74,87.76,4.64,117.2,100.97,27.32,24.31,25.4,1.5994,1.3505,12.65,2024-05-27,4.082487
1.9846,4.8163,0.28,25.74,26.08,25.34,86.61,6.49,158.6,101.0,26.76,23.35,24.55,0.3725,1.4647,19.91,2024-05-28,4.123564
1.7722,4.7705,0.25,25.52,25.82,25.33,85.4,7.03,143.9,101.18,26.57,22.92,24.22,0.2602,1.3435,6.98,2024-05-29,5.4824057
1.7177,4.7777,0.24,25.14,25.59,24.58,83.63,8.62,134.4,101.39,26.38,22.19,23.66,0.5009,1.2833,6.22,2024-05-30,5.285841
1.1081,4.7712,0.16,24.48,24.84,24.05,83.63,9.71,115.1,101.54,25.96,21.55,23.02,0.041,0.8798,41.33,2024-05-31,9.994952
2.166,4.8329,0.31,25.3,26.13,24.62,78.82,9.81,108.9,101.47,26.09,21.37,23.34,0.4649,1.5665,4.12,2024-06-01,11.02731
3.9127,4.9567,0.55,25.6,26.7,24.92,75.39,9.26,116.7,101.48,26.17,20.93,23.26,4.0747,1.6363,1.36,2024-06-02,12.365092
4.0807,5.0431,0.58,25.28,26.09,24.56,70.16,7.78,114.1,101.38,25.88,19.46,22.37,3.491,2.0904,0.5,2024-06-03,11.843006
3.5861,4.9778,0.51,25.53,26.71,24.66,66.61,5.46,102.3,101.27,25.82,18.87,22.2,3.7922,1.6032,0.61,2024-06-04,7.50029
4.2785,4.9723,0.61,25.3,26.41,24.5,72.04,5.51,120.7,101.21,26.03,19.9,22.6,5.0158,1.4227,0.06,2024-06-05,5.648445
4.5082,4.9399,0.65,25.14,26.31,24.25,75.37,5.84,120.2,101.32,26.12,20.48,22.81,5.4638,1.2842,0.07,2024-06-06,4.4741597
4.2646,4.9642,0.61,24.94,25.78,24.09,76.15,7.64,110.7,101.35,25.98,20.47,22.7,5.3182,1.4551,0.19,2024-06-07,7.232153
4.1866,4.9378,0.6,25.56,26.65,24.87,75.41,6.65,108.5,101.42,26.14,20.88,23.22,4.8612,1.6949,1.39,2024-06-08,6.9342933
4.0872,4.9399,0.59,25.26,26.09,24.79,77.02,7.8,102.1,101.45,25.97,20.95,23.11,4.901,1.4695,1.42,2024-06-09,6.2816954
4.2238,4.915,0.61,25.36,26.33,24.38,74.53,5.35,94.7,101.48,26.14,20.52,22.94,5.149,1.5185,0.14,2024-06-10,6.8453403
4.1933,4.8682,0.61,25.92,27.17,24.77,75.79,4.78,60.2,101.25,26.34,21.32,23.62,4.7129,1.4273,0.36,2024-06-11,6.067026
3.4658,4.7244,0.5,26.11,27.04,25.36,84.0,4.24,44.2,100.99,26.7,23.2,24.66,2.4984,1.8401,0.98,2024-06-12,8.03989
4.3351,4.7962,0.63,26.09,26.99,25.52,83.16,3.18,71.8,100.91,26.81,23.01,24.55,5.3899,1.3346,0.22,2024-06-13,2.920153
4.309,4.8012,0.63,26.74,28.3,25.54,85.77,2.22,21.7,100.83,27.21,24.16,25.45,5.7979,1.0574,1.01,2024-06-14,5.2846403
2.4038,4.7218,0.35,26.24,27.15,25.38,86.3,4.12,135.8,101.07,26.99,23.78,25.01,1.2415,1.6085,1.67,2024-06-15,4.641937
2.731,4.6358,0.4,26.61,27.4,25.76,86.15,3.16,78.6,101.22,26.83,24.11,25.37,0.8153,1.777,6.05,2024-06-16,5.7526536
3.2074,4.6349,0.47,26.21,26.63,25.78,89.79,4.56,73.6,101.11,26.71,24.42,25.31,1.7976,1.9471,3.35,2024-06-17,5.9406915
4.2996,4.6937,0.63,26.62,27.6,25.87,88.6,3.5,62.4,101.07,27.19,24.59,25.6,5.4809,1.0805,1.33,2024-06-18,2.581089
4.6529,4.7462,0.68,26.52,27.5,25.76,87.91,3.52,102.4,100.95,27.21,24.36,25.44,6.4745,0.9775,2.17,2024-06-19,3.1065924
4.4215,4.7028,0.64,26.33,27.1,25.28,86.24,3.23,134.8,100.91,27.37,23.86,25.09,5.9698,0.9924,2.07,2024-06-20,2.2892408
3.3665,4.8096,0.49,25.23,26.16,23.9,81.9,7.39,156.3,101.08,26.46,21.9,23.56,3.5064,1.471,3.63,2024-06-21,5.0632634
3.791,4.9723,0.55,24.3,25.43,23.35,73.36,6.94,136.0,101.24,25.85,19.23,21.76,4.7244,1.4774,0.1,2024-06-22,6.140013
3.9324,4.8958,0.57,24.52,25.37,23.76,73.95,7.02,103.2,101.29,25.83,19.59,22.06,4.7155,1.4225,0.19,2024-06-23,6.15627
3.6756,4.824,0.54,25.22,26.2,24.19,75.4,5.67,80.1,101.4,26.09,20.58,22.9,3.8765,1.507,0.19,2024-06-24,11.957596
4.1429,4.7575,0.6,25.37,26.34,24.45,77.01,4.44,96.7,101.42,26.19,21.06,23.21,5.214,1.3903,0.32,2024-06-25,5.819743
4.2612,4.7873,0.62,24.97,26.32,24.11,80.68,4.81,123.5,101.34,26.19,21.43,23.2,5.4624,1.2271,0.65,2024-06-26,5.1125684
3.4406,4.7666,0.5,24.91,25.56,24.19,81.65,5.88,121.3,101.28,26.04,21.58,23.24,4.1561,1.2648,3.09,2024-06-27,6.001656
2.4953,4.7326,0.36,25.34,26.19,24.68,80.96,4.8,108.7,101.24,26.16,21.85,23.6,2.0182,1.5082,5.95,2024-06-28,5.0385437
3.0763,4.6474,0.45,25.56,26.39,24.87,83.03,3.43,129.2,101.2,26.33,22.47,24.01,3.2059,1.3241,6.93,2024-06-29,5.2762914
3.6662,4.7462,0.53,24.85,25.78,24.25,84.17,7.9,140.1,101.25,26.05,22.0,23.42,3.2554,1.6757,4.46,2024-06-30,4.448218
4.381,4.9968,0.63,24.73,25.81,23.78,75.99,7.47,119.3,101.4,25.77,20.21,22.47,5.3638,1.4141,0.11,2024-07-01,5.0069532
4.3056,4.8898,0.62,25.54,26.55,24.58,80.03,6.08,102.7,101.4,26.08,21.86,23.7,5.3225,1.2998,1.18,2024-07-02,7.467705
2.7014,4.7657,0.39,25.79,26.72,25.13,83.49,6.7,98.1,101.36,26.21,22.79,24.29,1.6867,1.7098,3.17,2024-07-03,6.271094
4.602,4.8238,0.66,25.98,26.83,25.31,83.23,5.59,94.6,101.16,26.3,22.91,24.44,5.9047,1.1638,0.08,2024-07-04,4.1496835
4.5269,4.7854,0.65,26.44,27.5,25.5,83.05,3.91,49.8,100.93,26.63,23.32,24.88,5.8478,1.1155,0.7,2024-07-05,6.456105
2.1194,4.7292,0.3,24.96,25.79,23.57,85.62,6.0,199.6,100.79,25.99,22.39,23.68,0.6226,1.5118,6.2,2024-07-06,6.290776
2.4202,4.759,0.35,23.81,24.56,23.36,75.78,8.24,149.0,101.07,25.31,19.28,21.55,1.4393,1.4446,1.75,2024-07-07,9.908589
2.8541,4.8343,0.41,23.81,24.69,23.05,69.85,9.06,126.8,101.45,25.13,17.99,20.9,2.3069,1.5238,0.22,2024-07-08,7.677812
3.2446,4.9051,0.46,24.26,24.95,23.37,72.41,9.12,112.0,101.48,25.21,19.0,21.63,2.5939,1.873,0.2,2024-07-09,8.98018
2.4127,4.7719,0.34,24.88,25.78,24.22,76.59,9.66,115.1,101.37,25.41,20.5,22.69,2.5399,1.5274,2.05,2024-07-10,9.421058
