solar_all_sky_kwh_m2_day,solar_clear_sky_kwh_m2_day,clearness_index,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_10m_m_s,wind_direction_10m_deg,surface_pressure_kpa,TS,T2MDEW,T2MWET,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,precipitation_mm,date,pm25_ug_m3
6.0763,7.5994,0.57,28.94,29.92,27.97,77.91,5.7,26.9,100.61,29.16,24.71,26.82,3.4219,3.7277,4.16,2023-03-01,2.549207
4.6411,7.3706,0.44,28.88,29.55,28.4,83.78,6.87,0.9,100.56,28.75,25.88,27.38,1.2058,3.067,8.26,2023-03-02,2.332861
3.9283,7.2996,0.37,28.88,29.76,28.2,84.14,5.84,342.1,100.53,28.79,25.94,27.41,0.2686,2.8018,4.29,2023-03-03,6.4398265
5.5781,7.2288,0.53,28.89,29.67,28.39,84.48,7.97,343.7,100.34,28.71,26.02,27.45,2.7048,3.067,7.28,2023-03-04,6.4347887
2.4425,7.1354,0.23,28.83,29.83,27.5,83.53,10.61,320.6,100.32,28.73,25.77,27.3,0.2354,1.7239,18.76,2023-03-05,6.2216897
3.1286,7.4263,0.3,28.06,29.0,27.24,83.41,8.67,295.6,100.54,28.56,24.99,26.53,0.2525,2.1986,49.31,2023-03-06,5.2563996
5.6342,7.398,0.54,27.19,27.8,26.7,83.41,5.54,179.5,100.73,28.69,24.15,25.67,4.4508,1.908,12.51,2023-03-07,5.085823
5.0954,7.4299,0.49,27.01,27.65,26.58,78.81,6.08,135.3,100.77,28.41,23.03,25.02,4.1203,2.1026,2.16,2023-03-08,5.547065
7.0519,7.524,0.68,27.08,27.84,26.43,74.81,6.59,119.8,100.86,28.24,22.24,24.66,7.1938,1.7623,0.35,2023-03-09,7.0651183
7.0879,7.5024,0.68,27.07,28.08,26.12,70.79,5.97,127.0,100.9,28.27,21.31,24.19,7.3255,1.7153,0.07,2023-03-10,3.9801905
7.0942,7.5485,0.69,27.41,28.49,26.44,72.58,4.7,127.1,100.8,28.5,22.05,24.73,7.139,1.8821,0.1,2023-03-11,5.5791035
5.9923,7.3022,0.58,27.15,27.78,26.51,80.76,5.1,96.4,100.76,28.45,23.58,25.36,6.0473,1.5336,0.79,2023-03-12,4.768211
5.8867,7.193,0.57,27.22,28.11,26.18,81.02,3.3,67.6,100.83,28.74,23.69,25.45,4.6056,2.2282,4.51,2023-03-13,4.432117
4.5794,7.1935,0.45,27.85,28.69,26.97,79.51,2.74,32.4,100.89,29.18,23.99,25.92,2.3035,2.2577,3.59,2023-03-14,2.7347653
6.0972,7.2283,0.6,28.04,28.78,27.21,82.39,4.0,52.7,100.87,29.1,24.78,26.41,5.9803,1.7993,9.78,2023-03-15,2.780915
6.719,7.2127,0.66,28.2,28.87,27.51,81.2,6.23,80.9,100.88,29.03,24.68,26.44,6.9386,1.6306,4.86,2023-03-16,3.736048
6.5443,7.2576,0.65,27.77,28.57,26.97,80.85,4.53,91.6,100.98,29.09,24.19,25.98,6.5026,1.7378,1.28,2023-03-17,4.662873
6.6814,7.2151,0.66,27.86,28.75,27.0,80.01,3.51,172.3,100.95,29.11,24.1,25.98,6.6845,1.673,1.43,2023-03-18,4.196856
4.4299,7.1083,0.44,27.81,28.07,27.37,79.62,2.4,200.5,100.83,28.98,23.97,25.89,2.4922,2.2344,8.64,2023-03-19,3.991758
5.5642,6.9881,0.56,27.94,28.57,27.32,77.68,3.0,346.7,100.75,28.67,23.7,25.82,5.1497,2.3446,4.49,2023-03-20,5.9917865
4.4602,7.0006,0.45,27.7,28.48,26.81,75.27,2.15,325.8,100.74,29.1,22.93,25.31,1.7844,2.4821,11.49,2023-03-21,7.094009
3.6636,6.9703,0.37,27.89,28.68,26.82,77.76,3.31,314.0,100.75,28.72,23.65,25.77,0.72,2.5529,14.88,2023-03-22,3.0593271
5.6911,6.9247,0.58,27.64,27.86,27.24,81.19,2.55,340.8,100.84,28.49,24.14,25.89,4.5305,2.232,9.42,2023-03-23,4.6211925
5.4094,6.811,0.55,27.64,28.73,26.85,80.51,2.93,313.0,100.82,28.78,23.98,25.81,4.098,2.2884,3.59,2023-03-24,2.645841
4.8504,6.8054,0.5,27.06,27.57,26.56,84.58,3.13,144.0,100.87,28.63,24.26,25.66,3.3958,2.2889,11.49,2023-03-25,5.983857
5.1607,6.8484,0.53,27.45,28.08,26.53,85.05,3.81,114.0,100.76,28.7,24.73,26.09,5.9537,1.9855,3.96,2023-03-26,6.5306196
5.4624,6.7855,0.56,28.08,28.47,27.52,81.9,2.32,102.6,100.69,28.81,24.72,26.4,4.5192,2.2363,1.01,2023-03-27,4.045191
6.3931,6.7236,0.66,28.6,29.63,27.7,81.35,3.29,257.3,100.61,28.97,25.1,26.85,6.8702,1.4808,1.03,2023-03-28,0.9696919
5.838,6.7951,0.61,28.56,30.38,26.95,75.24,2.51,212.8,100.54,29.49,23.69,26.13,5.9849,2.8788,0.17,2023-03-29,17.14406
6.4752,6.7399,0.68,28.38,29.3,27.74,78.13,2.62,101.9,100.63,29.62,24.2,26.29,7.3375,1.5353,0.37,2023-03-30,9.552565
5.9899,6.6394,0.63,28.24,28.82,27.58,81.44,3.57,87.5,100.8,29.53,24.77,26.5,5.6215,1.9651,0.7,2023-03-31,2.9346979
6.0811,6.6055,0.64,28.11,28.58,27.53,80.22,4.31,102.3,100.77,29.18,24.39,26.25,6.2717,1.6975,0.53,2023-04-01,3.7366304
6.4874,6.7694,0.69,28.32,29.17,27.54,76.98,4.81,99.2,100.81,29.24,23.9,26.11,7.2631,1.5055,0.02,2023-04-02,3.1589806
6.6478,6.7922,0.71,27.6,28.4,27.02,81.11,4.7,112.2,100.93,29.23,24.08,25.84,7.9836,1.1746,1.31,2023-04-03,3.125571
5.9779,6.6821,0.64,27.82,28.73,26.78,80.67,5.46,114.9,100.92,29.19,24.2,26.01,6.0197,1.8307,2.02,2023-04-04,5.3658624
6.5407,6.7246,0.7,27.36,28.34,26.56,75.73,4.4,108.5,100.82,29.02,22.7,25.03,7.225,1.4808,0.04,2023-04-05,2.9164581
6.427,6.6722,0.7,28.07,29.42,26.54,73.07,3.87,23.4,100.68,29.14,22.8,25.44,6.8621,1.6056,0.06,2023-04-06,2.9662318
3.7246,6.4411,0.41,28.52,29.17,27.96,79.93,4.7,9.1,100.77,28.92,24.73,26.62,1.741,2.3182,6.0,2023-04-07,3.1541703
5.723,6.4447,0.63,28.15,28.7,27.61,83.64,3.99,25.2,100.99,28.74,25.13,26.64,4.6008,2.3842,2.96,2023-04-08,9.303221
6.241,6.445,0.69,27.99,28.77,27.47,83.23,4.0,90.4,101.08,29.06,24.9,26.44,7.4489,1.153,3.2,2023-04-09,2.3462262
6.187,6.4495,0.68,27.9,28.65,27.27,83.15,5.21,95.3,101.04,29.23,24.78,26.34,6.571,1.5766,2.65,2023-04-10,3.6546907
5.9736,6.4368,0.66,28.18,29.04,27.55,80.36,5.95,94.1,101.03,29.25,24.49,26.34,6.3972,1.5209,0.67,2023-04-11,4.895398
5.9354,6.3259,0.66,28.01,28.59,27.4,81.43,4.4,78.7,100.97,29.15,24.55,26.28,6.2393,1.6577,13.28,2023-04-12,4.1672907
5.7413,6.4243,0.64,27.73,28.55,26.95,77.75,5.58,75.1,100.95,28.82,23.5,25.62,5.6458,1.8485,26.83,2023-04-13,4.590106
5.7194,6.4138,0.64,27.56,28.4,26.63,77.77,5.16,81.2,100.9,28.81,23.34,25.45,5.8039,1.985,0.45,2023-04-14,5.70774
4.0418,6.1582,0.46,28.07,28.91,27.54,84.34,6.11,86.5,100.77,28.57,25.2,26.63,1.5461,2.6376,13.33,2023-04-15,4.8095
3.2227,6.0835,0.37,27.55,28.06,26.7,85.65,5.89,80.4,100.85,28.27,24.95,26.25,0.1711,2.4002,13.34,2023-04-16,6.442484
4.1479,5.9952,0.48,27.36,28.01,26.38,82.14,3.75,51.5,100.92,28.29,24.05,25.71,1.1263,3.0113,2.13,2023-04-17,8.787389
1.2132,5.9772,0.14,27.37,28.31,26.6,79.94,4.32,258.2,100.84,28.28,23.61,25.49,0.4618,0.8369,12.37,2023-04-18,6.6338544
5.5159,6.0348,0.64,27.87,29.37,26.59,79.71,4.09,236.7,100.66,28.97,24.03,25.95,6.6103,1.3037,3.95,2023-04-19,3.4320352
4.9961,6.0331,0.58,27.79,28.25,27.02,82.61,4.74,136.5,100.7,29.05,24.58,26.18,5.701,1.6591,3.47,2023-04-20,6.5452924
4.4292,6.0053,0.52,27.9,28.68,27.35,80.39,6.71,123.2,100.78,28.81,24.23,26.06,3.3953,2.0688,6.81,2023-04-21,7.504902
5.3114,6.0434,0.62,27.34,28.13,26.64,75.74,6.55,119.5,100.93,28.52,22.69,25.02,5.9566,1.3934,2.01,2023-04-22,5.3432956
4.0248,5.9623,0.48,27.11,27.95,26.47,77.01,5.69,106.6,100.94,28.39,22.75,24.93,3.0283,2.0311,2.35,2023-04-23,4.8582826
5.8385,5.9815,0.69,26.9,27.64,26.24,76.22,4.27,94.3,100.75,28.44,22.36,24.63,7.2715,1.1234,0.61,2023-04-24,2.3199434
3.846,5.8562,0.46,26.96,27.94,26.04,77.46,3.32,100.1,100.72,28.5,22.7,24.83,3.1306,2.3546,0.03,2023-04-25,4.5608673
4.309,5.6957,0.52,27.13,27.77,26.55,82.52,5.91,82.8,100.89,28.4,23.91,25.52,5.0378,1.405,2.3,2023-04-26,4.96231
4.7714,5.7091,0.58,27.54,27.87,27.03,81.57,5.0,62.8,100.93,28.11,24.13,25.83,3.8796,2.1564,4.94,2023-04-27,3.8409882
4.1674,5.663,0.51,28.14,29.28,27.05,79.65,4.67,347.6,100.74,28.62,24.28,26.21,3.7133,1.8245,5.84,2023-04-28,4.326722
4.0534,5.6626,0.49,28.39,29.12,27.62,78.74,2.64,24.9,100.8,28.55,24.36,26.37,4.3418,1.2365,3.51,2023-04-29,1.9984157
3.5815,5.6803,0.44,27.88,28.47,27.33,83.21,4.67,93.0,101.03,28.47,24.79,26.34,1.6942,2.105,2.3,2023-04-30,4.779608
4.7813,5.6124,0.59,28.1,29.09,27.11,82.28,6.96,99.9,101.16,28.64,24.8,26.45,6.047,1.2907,4.91,2023-05-01,5.866241
4.3157,5.6033,0.53,27.78,28.49,27.18,79.04,8.45,109.7,101.27,28.22,23.83,25.8,4.4347,1.7863,7.45,2023-05-02,12.149897
4.3387,5.6167,0.54,27.32,28.06,26.91,74.07,9.87,104.1,101.06,27.86,22.3,24.81,4.0409,1.8989,2.84,2023-05-03,11.634761
4.5497,5.5258,0.57,27.31,28.13,26.51,80.52,9.12,103.3,100.81,28.11,23.68,25.5,4.17,1.7998,7.83,2023-05-04,9.284961
4.3774,5.5334,0.55,27.54,28.33,26.92,80.38,7.34,101.3,100.72,28.24,23.87,25.71,4.7858,1.481,4.0,2023-05-05,5.9748545
4.6615,5.4874,0.59,27.47,28.41,26.75,78.43,3.69,98.6,100.81,28.28,23.39,25.43,4.4594,1.668,2.97,2023-05-06,2.8754315
4.0824,5.455,0.52,27.3,27.97,26.53,79.43,2.73,36.3,100.73,28.22,23.43,25.36,3.6674,1.7558,10.02,2023-05-07,4.7117686
4.6555,5.5133,0.59,27.57,29.1,26.49,80.88,3.72,306.4,100.59,28.3,23.98,25.77,5.244,1.5641,14.23,2023-05-08,4.0849743
5.5618,5.6407,0.71,27.43,29.06,26.0,71.15,1.73,247.0,100.7,28.4,21.65,24.54,7.9231,0.8302,0.21,2023-05-09,1.4751649
5.2567,5.591,0.68,26.96,27.96,25.9,70.99,1.88,128.8,101.03,28.27,21.2,24.08,6.9502,1.061,0.12,2023-05-10,1.0789094
5.2082,5.4943,0.67,26.4,27.25,25.52,81.91,4.28,141.5,101.23,28.26,23.07,24.74,6.715,1.177,1.15,2023-05-11,1.4967725
4.3152,5.3129,0.56,27.01,27.91,26.25,83.0,6.42,131.3,101.28,28.27,23.89,25.45,5.1072,1.3174,5.01,2023-05-12,4.2880116
3.503,5.257,0.46,26.75,27.32,26.17,85.07,7.73,129.8,101.16,28.09,24.05,25.4,4.4506,1.2017,12.53,2023-05-13,7.76393
3.1058,5.1871,0.41,26.34,26.74,26.02,81.79,10.6,127.4,101.18,27.53,22.99,24.67,1.0865,2.0926,12.23,2023-05-14,11.593457
1.8866,5.1917,0.25,25.9,26.48,25.15,78.53,8.79,128.6,101.16,27.02,21.89,23.89,0.2189,1.343,5.97,2023-05-15,7.1335506
3.059,5.1835,0.41,25.43,25.93,24.9,80.07,5.91,116.2,101.05,27.17,21.76,23.59,1.338,2.0868,3.87,2023-05-16,9.626305
4.3925,5.2373,0.59,26.36,27.37,25.27,79.91,6.67,98.2,101.06,27.46,22.63,24.49,5.227,1.8936,1.42,2023-05-17,6.5539465
3.955,5.1398,0.53,27.22,27.95,26.47,82.93,7.7,82.0,100.89,27.76,24.07,25.64,4.0954,1.691,2.11,2023-05-18,3.9113743
3.4435,5.0738,0.46,27.93,29.01,27.16,86.49,5.88,13.1,100.66,27.98,25.48,26.71,1.3212,2.4564,5.62,2023-05-19,5.0121403
1.4671,4.9922,0.2,27.55,28.79,26.23,88.1,4.22,294.6,100.81,27.87,25.42,26.49,0.2191,1.1316,18.08,2023-05-20,7.975615
3.7898,4.9913,0.51,26.25,26.79,25.86,86.3,6.03,147.2,101.13,27.56,23.8,25.02,4.105,1.4448,4.15,2023-05-21,4.348223
3.8767,4.9445,0.53,26.41,27.05,25.74,84.46,5.66,122.9,101.13,27.58,23.59,25.0,3.4922,1.8065,0.95,2023-05-22,3.3990517
4.3538,4.9121,0.6,26.33,26.91,25.86,82.84,4.85,146.3,101.03,27.32,23.2,24.77,4.6718,1.607,0.91,2023-05-23,3.2781742
2.1958,4.9433,0.3,25.33,25.94,24.53,80.64,6.12,165.0,100.99,26.83,21.78,23.56,0.7778,1.5984,0.44,2023-05-24,8.177323
2.3393,4.9486,0.32,24.54,25.77,22.67,75.32,5.73,156.1,100.99,26.41,19.88,22.21,1.3488,1.4359,5.05,2023-05-25,8.266646
3.5741,5.0417,0.49,23.82,24.41,22.79,77.92,3.66,145.3,100.9,26.35,19.72,21.77,3.2222,1.7496,4.12,2023-05-26,6.2698007
5.0251,5.1648,0.7,25.08,26.14,24.23,75.17,3.94,116.0,100.95,26.75,20.37,22.72,7.3855,0.8486,0.03,2023-05-27,2.365283
3.5035,4.9344,0.49,26.4,27.35,25.01,85.72,5.33,95.9,101.06,27.21,23.83,25.12,3.7188,1.5629,10.79,2023-05-28,4.549101
4.2466,4.8578,0.59,27.33,28.12,26.73,86.33,5.5,74.4,101.19,27.6,24.86,26.1,5.3162,1.164,10.0,2023-05-29,2.5328717
4.1801,4.8458,0.59,27.09,27.75,26.43,88.56,3.97,77.3,101.14,27.74,25.05,26.07,4.9517,1.3205,5.5,2023-05-30,2.4752467
2.5517,4.8302,0.36,27.01,27.62,26.44,88.09,3.95,102.0,101.15,27.41,24.88,25.94,0.5762,1.8533,19.06,2023-05-31,5.3593397
2.7859,4.8204,0.39,26.45,26.91,26.04,91.55,4.84,111.9,101.09,27.22,24.98,25.71,2.6434,1.4266,9.19,2023-06-01,4.6401567
2.8339,4.7414,0.4,26.06,26.53,25.63,89.49,5.21,105.9,101.16,27.23,24.22,25.15,1.3476,1.7899,50.92,2023-06-02,4.775714
1.133,4.6562,0.16,25.51,26.05,24.93,87.68,6.29,110.0,101.23,26.7,23.34,24.42,0.1013,0.899,36.36,2023-06-03,5.1138473
2.8087,4.8331,0.4,25.36,26.03,24.85,81.26,6.9,129.5,101.27,26.65,21.93,23.65,1.0032,1.8737,2.07,2023-06-04,5.719201
4.2319,4.9838,0.6,25.13,25.88,24.53,77.99,5.21,122.2,101.2,26.52,21.04,23.08,4.5259,1.5154,0.26,2023-06-05,4.438135
3.3005,4.8749,0.47,25.16,25.7,24.51,78.27,3.16,120.2,101.14,26.74,21.13,23.14,2.425,2.2526,0.64,2023-06-06,9.282274
1.219,4.7165,0.17,24.61,25.67,22.99,78.55,3.12,85.5,101.1,26.17,20.6,22.6,0.0317,0.9739,16.0,2023-06-07,5.462347
2.9532,4.7554,0.42,23.86,24.9,22.5,84.97,4.52,22.3,100.94,26.0,21.2,22.53,2.2258,1.4189,16.8,2023-06-08,4.532922
3.3835,4.8936,0.49,24.91,25.92,24.11,78.44,4.41,201.3,100.88,26.29,20.88,22.89,3.1265,1.6174,4.32,2023-06-09,3.3568597
4.1892,4.9459,0.6,24.37,25.36,23.51,70.12,4.81,172.9,101.22,25.84,18.57,21.47,4.8703,1.5545,0.01,2023-06-10,1.7366517
3.8964,4.9006,0.56,24.21,25.23,23.42,72.37,5.79,141.4,101.38,25.73,18.94,21.57,3.8928,1.5427,0.05,2023-06-11,4.847877
1.4714,4.7184,0.21,24.1,24.96,23.67,77.69,5.33,130.3,101.26,25.75,19.97,22.04,0.587,1.0714,4.34,2023-06-12,5.4882035
2.4406,4.7182,0.35,24.38,25.15,23.68,81.91,5.42,131.4,101.14,26.04,21.11,22.74,1.098,1.626,3.26,2023-06-13,4.9119534
1.9152,4.6944,0.28,24.71,25.33,23.99,82.63,5.5,111.0,101.07,26.07,21.57,23.14,0.8311,1.3104,1.75,2023-06-14,3.8421319
1.7064,4.6421,0.25,24.89,25.28,24.59,85.33,6.43,97.4,100.97,25.98,22.28,23.59,1.0639,1.2358,9.94,2023-06-15,4.1004
2.5805,4.6546,0.37,24.7,25.19,24.3,87.98,6.31,116.1,100.81,26.14,22.6,23.65,2.0191,1.379,9.86,2023-06-16,2.458563
2.6371,4.7014,0.38,24.65,25.12,24.17,86.02,6.15,147.1,100.63,26.09,22.18,23.41,1.7268,1.4717,13.99,2023-06-17,2.0736337
4.0714,4.8482,0.59,24.55,25.76,23.36,78.26,4.96,168.3,100.85,25.93,20.51,22.53,4.5098,1.3937,0.17,2023-06-18,2.787232
3.8342,4.8576,0.56,23.5,24.25,22.6,77.64,4.67,168.6,101.02,25.53,19.38,21.44,5.1432,1.3159,0.74,2023-06-19,3.5687718
3.5419,4.8398,0.52,23.65,24.47,23.01,76.7,5.17,147.6,101.08,25.5,19.33,21.49,3.8028,1.6128,3.71,2023-06-20,4.6649475
3.0922,4.7405,0.45,23.89,24.94,22.98,78.16,4.25,109.6,101.04,25.7,19.87,21.88,3.8926,1.3493,5.14,2023-06-21,4.996977
4.0534,4.7616,0.59,23.78,24.36,23.31,82.08,2.72,121.1,100.97,25.85,20.55,22.16,4.8619,1.2893,1.16,2023-06-22,5.3088627
4.5504,4.7938,0.66,24.17,25.34,23.05,76.01,4.61,186.1,100.93,25.61,19.66,21.92,5.779,1.1724,0.1,2023-06-23,3.7867806
4.1182,4.8672,0.6,23.89,25.29,22.82,73.71,3.78,212.7,101.0,25.51,18.92,21.4,4.8715,1.6759,0.01,2023-06-24,5.767973
4.7321,5.003,0.69,23.76,24.68,23.03,70.45,4.49,194.4,101.04,25.38,18.08,20.92,6.5086,1.039,0.0,2023-06-25,3.8675835
4.7827,4.9757,0.7,23.6,24.88,22.62,67.8,4.2,201.6,101.05,25.23,17.3,20.45,7.0361,0.817,0.0,2023-06-26,4.788376
3.625,4.8612,0.53,24.05,25.51,22.58,69.41,3.86,229.3,100.97,25.38,18.1,21.08,3.8758,1.4983,0.01,2023-06-27,4.8882213
4.6642,4.9524,0.68,24.29,25.8,22.91,71.59,6.73,245.4,100.85,25.31,18.81,21.55,6.625,0.9749,0.05,2023-06-28,7.5662003
4.5874,4.8775,0.67,23.99,25.04,22.82,68.39,3.13,213.4,100.9,25.43,17.82,20.9,5.921,1.1503,0.01,2023-06-29,5.6283655
4.4918,4.7657,0.65,24.86,26.56,23.72,70.45,2.6,252.4,101.06,25.64,19.11,21.98,5.2649,1.3642,0.01,2023-06-30,9.070803
4.7873,4.8062,0.69,24.3,25.11,23.57,77.85,4.12,154.7,101.31,25.67,20.2,22.25,6.8246,0.9014,0.14,2023-07-01,4.909708
4.2425,4.7986,0.61,24.63,25.5,23.67,81.64,3.34,139.6,101.29,25.97,21.3,22.96,4.9793,1.3478,1.66,2023-07-02,3.3408015
2.513,4.7302,0.36,24.01,24.55,23.17,82.0,5.91,176.7,101.36,25.58,20.76,22.39,2.0254,1.7335,2.21,2023-07-03,9.900702
3.5606,4.7813,0.51,23.56,24.54,22.77,78.97,5.67,144.4,101.4,25.34,19.71,21.63,2.3998,1.968,0.43,2023-07-04,6.6441717
3.7769,4.7167,0.54,23.86,24.76,22.81,77.62,5.24,120.5,101.46,25.35,19.73,21.79,4.5691,1.487,0.1,2023-07-05,4.868042
4.3164,4.8818,0.62,24.45,25.64,23.54,78.78,4.8,122.8,101.42,25.64,20.54,22.49,5.1139,1.332,0.0,2023-07-06,1.9875301
4.067,4.89,0.58,24.81,25.8,23.75,83.7,6.12,109.0,101.29,25.84,21.88,23.35,4.1808,1.7669,0.27,2023-07-07,4.3497295
4.0697,4.8324,0.58,25.78,26.98,24.86,84.79,4.84,81.3,101.16,26.31,23.04,24.41,4.3956,1.5178,0.3,2023-07-08,3.7344563
4.5298,4.8626,0.65,25.88,27.15,24.88,78.07,3.37,105.9,101.1,26.32,21.75,23.81,5.645,1.3373,0.03,2023-07-09,4.8345327
4.1609,4.9178,0.59,24.47,25.24,23.75,81.87,4.2,133.9,101.14,26.09,21.18,22.82,5.1382,1.3769,2.05,2023-07-10,4.3913956
3.3406,4.9174,0.48,24.32,25.17,23.66,79.5,5.36,137.4,101.28,25.7,20.55,22.43,2.8762,1.661,2.41,2023-07-11,3.8057947
3.4922,4.9294,0.5,24.14,24.98,23.56,76.42,6.11,132.5,101.26,25.55,19.75,21.94,4.1683,1.3325,0.55,2023-07-12,2.9192224
2.9945,4.8295,0.42,24.29,25.0,23.65,79.24,8.6,135.6,101.21,25.5,20.48,22.39,2.0916,1.6013,3.6,2023-07-13,6.8407927
1.3654,4.6829,0.19,23.98,24.68,23.48,77.85,9.7,127.7,101.22,25.27,19.89,21.94,0.191,1.0231,8.56,2023-07-14,6.811206
0.9473,4.6802,0.13,23.3,23.68,23.07,84.0,10.48,126.6,101.17,24.89,20.46,21.88,0.1594,0.7162,18.32,2023-07-15,7.639187
1.3354,4.7477,0.19,23.38,23.8,22.93,83.23,10.73,121.7,101.21,24.87,20.39,21.88,0.5765,0.9137,23.62,2023-07-16,5.054346
2.5992,4.9416,0.36,24.01,24.66,23.58,82.72,8.93,118.7,101.16,25.12,20.91,22.46,0.9569,1.6474,9.72,2023-07-17,7.429648
3.1766,4.9356,0.44,23.8,24.48,23.29,79.32,9.23,130.6,101.12,24.99,20.02,21.91,2.8848,1.7035,11.37,2023-07-18,7.941381
3.0874,5.0364,0.43,23.97,24.74,23.16,77.26,8.58,109.5,101.04,25.1,19.77,21.87,2.5399,1.5084,3.7,2023-07-19,9.512007
2.5198,4.807,0.35,25.03,25.74,24.06,84.88,7.26,65.8,100.82,25.49,22.32,23.68,0.7546,1.8334,14.89,2023-07-20,5.7161317
4.1431,5.034,0.57,24.71,25.91,23.4,85.5,5.04,185.5,100.76,25.67,22.12,23.42,3.2671,2.0258,5.56,2023-07-21,3.8464236
3.1447,5.2085,0.43,23.91,25.27,22.98,80.59,3.17,188.6,100.81,25.58,20.36,22.13,2.525,1.6404,0.1,2023-07-22,3.1492107
4.8108,5.1086,0.66,23.9,25.23,22.8,72.91,4.68,221.9,100.85,25.16,18.7,21.3,5.8294,1.1856,0.01,2023-07-23,3.751552
3.0701,4.9783,0.42,23.72,24.46,23.11,77.49,4.29,167.4,101.11,25.19,19.57,21.64,2.1658,1.7314,0.1,2023-07-24,3.834856
2.5034,4.9445,0.34,23.16,23.89,22.29,80.49,5.66,148.2,101.38,24.92,19.64,21.4,0.985,1.7928,0.39,2023-07-25,2.638842
1.3526,5.0395,0.18,22.4,22.97,22.03,83.25,6.62,156.4,101.46,24.58,19.44,20.92,0.2971,0.9718,6.54,2023-07-26,4.0172524
1.6025,5.1458,0.22,22.71,23.16,22.26,77.79,7.17,147.5,101.41,24.22,18.65,20.68,0.2726,1.2214,19.23,2023-07-27,5.6413684
4.2691,5.3304,0.57,23.12,24.02,22.3,69.32,6.55,140.8,101.44,24.43,17.21,20.17,4.2382,1.8446,0.23,2023-07-28,5.366417
4.3877,5.3249,0.59,22.66,23.32,21.85,69.06,5.53,148.2,101.39,24.35,16.71,19.68,4.2482,1.7203,0.01,2023-07-29,2.7220323
4.1239,5.3362,0.55,22.89,23.97,22.07,68.72,5.93,148.3,101.29,24.48,16.85,19.87,5.1408,1.3032,0.0,2023-07-30,3.5275605
2.2949,5.2174,0.3,22.46,22.89,21.71,80.12,5.64,121.4,101.23,24.37,18.87,20.67,1.1424,1.6423,3.16,2023-07-31,4.390927
2.2879,5.2678,0.3,23.16,23.8,22.68,84.4,8.32,117.8,101.2,24.64,20.4,21.78,0.8894,1.5156,13.12,2023-08-01,6.0557427
3.4246,5.2939,0.45,23.61,24.26,22.94,81.85,9.63,117.4,101.39,24.77,20.35,21.98,2.7665,1.6704,3.93,2023-08-02,5.7213397
3.5614,5.389,0.47,23.86,24.53,23.47,80.65,9.95,124.9,101.56,24.88,20.35,22.11,2.8478,1.7587,1.35,2023-08-03,7.0667315
1.9394,5.2171,0.25,23.11,23.81,22.26,82.08,10.6,124.7,101.5,24.52,19.9,21.5,0.6257,1.2598,5.9,2023-08-04,8.167291
1.1779,5.2075,0.15,23.77,25.04,22.28,90.8,8.65,99.0,101.02,24.61,22.2,22.99,0.2114,0.9048,52.0,2023-08-05,7.0426297
2.0081,5.2759,0.26,24.97,26.29,24.16,91.67,3.39,121.6,100.73,25.39,23.53,24.25,0.3938,1.5002,7.75,2023-08-06,4.5902767
4.2696,5.411,0.55,24.78,25.77,23.98,89.88,3.24,115.9,100.7,25.56,23.02,23.9,4.3097,1.7417,2.05,2023-08-07,11.884538
4.9956,5.4151,0.64,25.3,26.46,24.46,87.09,2.76,172.9,100.81,25.86,23.0,24.15,5.8186,1.2874,0.08,2023-08-08,2.0776412
4.1772,5.443,0.53,24.65,26.05,23.78,80.42,4.22,198.2,101.06,25.49,21.03,22.84,4.4074,1.5372,1.39,2023-08-09,3.5191333
3.413,5.4646,0.43,24.81,25.81,23.52,86.16,4.39,38.2,100.99,25.45,22.35,23.58,2.3088,1.7131,12.14,2023-08-10,5.733355
1.6886,5.483,0.21,22.78,24.51,21.6,82.78,7.24,203.6,101.21,24.58,19.7,21.24,0.1543,1.2422,4.61,2023-08-11,7.0920835
4.578,5.7146,0.57,22.84,23.82,21.78,72.56,6.54,155.7,101.37,24.38,17.65,20.25,3.3446,2.3398,0.01,2023-08-12,5.391868
3.6211,5.6594,0.45,23.4,24.3,22.5,76.05,7.0,124.9,101.41,24.62,18.95,21.17,2.1634,2.0122,0.24,2023-08-13,6.0640984
3.233,5.5392,0.4,24.25,24.95,23.4,86.59,6.83,102.2,101.36,24.95,21.89,23.07,1.5269,1.9042,0.96,2023-08-14,6.0424128
2.339,5.5666,0.29,24.99,25.87,24.34,90.34,6.8,99.3,101.18,25.5,23.32,24.15,0.4171,1.6397,8.77,2023-08-15,3.3748932
3.4087,5.5519,0.42,24.96,25.55,24.54,89.98,6.78,104.5,101.11,25.35,23.23,24.09,2.531,1.8043,19.49,2023-08-16,4.7876368
2.9647,5.6234,0.36,24.75,26.85,23.17,89.07,6.65,97.5,101.01,25.17,22.83,23.79,1.7213,1.7683,12.75,2023-08-17,6.800633
4.8622,5.7706,0.59,23.94,24.79,23.16,86.56,5.52,145.9,101.19,25.08,21.58,22.76,5.6345,1.2518,4.12,2023-08-18,1.5308359
4.3171,5.8481,0.52,23.8,24.57,23.04,85.41,6.95,126.3,101.32,25.12,21.23,22.51,3.4382,1.9894,2.11,2023-08-19,3.4305642
