solar_all_sky_kwh_m2_day,solar_clear_sky_kwh_m2_day,clearness_index,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_10m_m_s,wind_direction_10m_deg,surface_pressure_kpa,TS,T2MDEW,T2MWET,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,precipitation_mm,date,pm25_ug_m3,year,month,day_of_week,day_of_year,wet_season,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_7,pm25_lag_14,temperature_mean_c_lag_1,relative_humidity_pct_lag_1,precipitation_mm_lag_1,wind_speed_10m_m_s_lag_1,solar_all_sky_kwh_m2_day_lag_1,pm25_rolling_mean_3,pm25_rolling_std_3,pm25_rolling_mean_7,pm25_rolling_std_7,pm25_rolling_mean_14,pm25_rolling_std_14,dry_day,solar_clear_sky_ratio,target_pm25_next_day
6.2969,7.0562,0.64,26.73,27.76,25.71,76.3,3.39,151.4,100.79,27.68,22.22,24.48,5.3678,2.4432,0.36,2021-03-21,7.066227,2021,3,6,80,1,6.2217965,3.221686,1.3581029,3.0541544,8.386607,26.41,77.25,0.02,3.15,6.4457,3.600528438886007,2.4538785842085185,3.0689376252038136,1.8697741546567346,4.902303619044168,2.487290664766344,1,0.8923925058813527,4.6699996
5.375,6.9775,0.54,27.21,28.38,26.42,75.98,2.13,205.2,100.8,27.98,22.6,24.9,3.0979,3.2134,1.27,2021-03-22,4.6699996,2021,3,0,81,1,7.066227,6.2217965,3.221686,4.3898325,7.5946255,26.73,76.3,0.36,3.39,6.2969,5.503236452738444,2.0204876725494163,3.642090848514012,2.403293000962131,4.807990746838706,2.3671413658934046,0,0.7703332139018273,5.877972
4.3646,6.9766,0.44,26.81,27.9,25.88,82.13,3.27,15.4,100.72,27.76,23.53,25.17,2.4667,2.9638,41.12,2021-03-23,5.877972,2021,3,1,82,1,4.6699996,7.066227,6.2217965,2.6512055,7.305758,27.21,75.98,1.27,2.13,5.375,5.9860076904296875,1.2153903350061321,3.6821147203445435,2.4200953475206033,4.599088898726872,2.22721637077398,0,0.6256055958489809,5.0144706
2.0148,6.8338,0.21,27.12,28.66,26.05,83.13,5.66,289.2,100.58,28.04,24.0,25.56,0.1769,1.4856,36.3,2021-03-24,5.0144706,2021,3,2,83,1,5.877972,4.6699996,7.066227,0.5857856,7.8909607,26.81,82.13,41.12,3.27,4.3646,5.871399561564128,1.1981272006269446,4.143081375530788,2.497090078253179,4.49710419348308,2.12404328284319,0,0.2948286458485762,8.305498
3.6401,6.9091,0.37,26.59,27.38,25.93,82.89,4.97,347.6,100.78,27.51,23.45,25.02,0.6665,2.5416,90.84,2021-03-25,8.305498,2021,3,3,84,1,5.0144706,5.877972,4.6699996,1.3581029,5.6181192,27.12,83.13,36.3,5.66,2.0148,5.187480767567952,0.6222931790507243,4.775750654084342,1.9457571937518434,4.291640613760267,1.8975423447809974,0,0.5268558857159399,4.289355
5.274,6.822,0.54,26.77,27.15,26.13,83.72,4.19,56.2,100.99,27.68,23.8,25.29,2.1677,3.0756,14.3,2021-03-26,4.289355,2021,3,4,85,1,8.305498,5.0144706,5.877972,3.221686,5.938489,26.59,82.89,90.84,4.97,3.6401,6.399313608805339,1.706330355845696,5.768235683441162,1.663302024740734,4.483596248286111,2.159848986793552,0,0.7730870712401056,3.6569147
4.9946,6.8138,0.52,27.48,28.19,26.86,82.71,5.72,93.8,100.96,28.11,24.29,25.88,4.0462,1.9992,2.43,2021-03-27,3.6569147,2021,3,5,86,1,4.289355,8.305498,5.0144706,6.2217965,4.4151278,26.77,83.72,14.3,4.19,5.274,5.869774500528972,2.1403295065452648,5.920759814126151,1.422367115936091,4.365800951208387,2.118981542065797,0,0.7330124159793361,5.25516
6.2434,6.791,0.65,27.44,28.06,26.83,84.24,6.38,95.5,100.85,28.04,24.56,26.0,6.492,1.6056,14.32,2021-03-28,5.25516,2021,3,6,87,1,3.6569147,4.289355,8.305498,7.066227,3.0541544,27.48,82.71,2.43,5.72,4.9946,5.417255878448486,2.5212006197558825,5.554348128182547,1.6448575504143446,4.31164287669318,2.1272969358495537,0,0.9193638639375644,5.78418
4.4527,6.7382,0.47,27.76,28.37,27.18,83.56,6.41,79.3,100.75,27.95,24.74,26.25,2.2942,2.3671,16.32,2021-03-29,5.78418,2021,3,0,88,1,5.25516,3.6569147,4.289355,4.6699996,4.3898325,27.44,84.24,14.32,6.38,6.2434,4.400476455688477,0.8048962054626383,5.295624256134033,1.5038011779192275,4.468857552324023,2.1084630921509007,0,0.6608144608352379,5.2067647
4.7498,6.732,0.5,27.82,28.38,27.35,84.71,6.33,90.0,100.63,28.0,25.03,26.43,2.6986,2.3234,4.92,2021-03-30,5.2067647,2021,3,1,89,1,5.78418,5.25516,3.6569147,5.877972,2.6512055,27.76,83.56,16.32,6.41,4.4527,4.898751576741536,1.107512854458572,5.4547929082598,1.4853981476318319,4.568453814302172,2.1371795349723532,0,0.7055555555555555,5.946216
4.8187,6.7205,0.51,27.98,28.75,27.27,83.74,5.85,80.2,100.61,28.12,24.99,26.49,3.3514,2.3083,20.87,2021-03-31,5.946216,2021,3,2,90,1,5.2067647,5.78418,5.25516,5.0144706,0.5857856,27.82,84.71,4.92,6.33,4.7498,5.41536823908488,0.32031578162510027,5.358906132834298,1.475156679178818,4.750993754182543,2.0688733642301074,0,0.7170151030429283,7.1354833
4.9702,6.7063,0.53,28.07,28.69,27.53,83.77,6.17,88.7,100.69,28.07,25.08,26.58,2.0674,3.1572,12.99,2021-04-01,7.1354833,2021,4,3,91,1,5.946216,5.2067647,5.78418,8.305498,1.3581029,27.98,83.74,20.87,5.85,4.8187,5.645720322926839,0.3886842447329428,5.492012637002127,1.480923086664889,5.133881645543235,1.7022662444863839,0,0.7411240177146863,8.102632
4.9867,6.6833,0.53,28.01,28.72,27.3,83.95,5.61,93.6,100.8,28.28,25.06,26.54,1.6668,3.4759,5.34,2021-04-02,8.102632,2021,4,4,92,1,7.1354833,5.946216,5.2067647,4.289355,3.221686,28.07,83.77,12.99,6.17,4.9702,6.096154689788818,0.9730621828326674,5.32486765725272,1.136407508032951,5.5465516703469415,1.3877482348195844,0,0.746143372286146,8.1355295
4.0596,6.6228,0.43,27.96,28.74,27.35,82.31,4.88,106.0,100.81,28.34,24.67,26.31,0.4445,2.927,5.3,2021-04-03,8.1355295,2021,4,5,93,1,8.102632,7.1354833,5.946216,3.6569147,6.2217965,28.01,83.95,5.34,5.61,4.9867,7.06144364674886,1.0801126378833026,5.869621481214251,1.4326502549842852,5.8951906476702005,1.3717715313654886,0,0.6129733647399891,6.5878396
2.3762,6.5102,0.26,26.82,27.55,25.75,85.72,5.75,140.3,100.75,27.61,24.25,25.54,0.1058,1.7832,18.45,2021-04-04,6.5878396,2021,4,6,94,1,8.1355295,8.102632,7.1354833,5.25516,7.066227,27.96,82.31,5.3,4.88,4.0596,7.791214783986409,0.5681183306191645,6.50942359651838,1.2706796916214502,6.031885862350464,1.4965008279543441,0,0.36499646708242445,4.839869
5.7074,6.7394,0.62,26.12,26.75,25.63,80.38,7.23,138.1,100.84,27.39,22.49,24.31,4.7954,2.2944,4.53,2021-04-05,4.839869,2021,4,0,95,1,6.5878396,8.1355295,8.102632,5.78418,4.6699996,26.82,85.72,18.45,5.75,2.3762,7.608666896820068,0.8842153815515437,6.699806417737689,1.1450628424137428,5.997715336935861,1.4763928957769337,0,0.8468706413033801,3.3481982
6.5503,6.7807,0.71,26.3,27.11,25.52,73.93,5.54,131.4,100.95,27.41,21.29,23.8,7.5576,1.247,0.15,2021-04-06,3.3481982,2021,4,1,96,1,4.839869,6.5878396,8.1355295,5.2067647,5.877972,26.12,80.38,4.53,7.23,5.7074,6.521079381306966,1.6488442077006242,6.564904826028006,1.3140662135214962,6.009848867143903,1.4652982281889826,1,0.9660212072499889,3.6387746
5.8642,6.7411,0.64,25.96,26.8,25.26,77.67,4.76,136.5,100.88,27.52,21.77,23.86,6.5796,1.6198,0.01,2021-04-07,3.6387746,2021,4,2,97,1,3.3481982,4.839869,6.5878396,5.946216,5.0144706,26.3,73.93,0.15,5.54,6.5503,4.925302267074585,1.6215095667214006,6.299395322799683,1.7497528432942397,5.82915072781699,1.629585911347249,1,0.8699173725356396,1.2719071
5.4907,6.6163,0.6,25.63,26.47,24.9,80.13,4.54,125.1,100.89,27.47,21.95,23.79,5.3321,1.9234,0.26,2021-04-08,1.2719071,2021,4,3,98,1,3.6387746,3.3481982,4.839869,7.1354833,8.305498,25.96,77.67,0.01,4.76,5.8642,3.9422806104024253,0.7907954144123995,5.969760826655796,2.023337369393136,5.730886731828962,1.721381722707066,1,0.8298747033840667,2.8197854
4.3274,6.456,0.48,25.96,26.72,25.13,82.62,4.12,112.9,100.84,27.62,22.79,24.38,3.839,1.9046,5.5,2021-04-09,2.8197854,2021,4,4,99,1,1.2719071,3.6387746,3.3481982,8.102632,4.289355,25.63,80.13,0.26,4.54,5.4907,2.752959966659546,1.2908318575804245,5.132107087544033,2.593666615462037,5.2284873723983765,1.9263600480055656,0,0.6702912019826518,7.0712643
4.8566,6.3389,0.54,26.8,27.78,25.59,84.24,4.17,63.5,100.84,27.84,23.94,25.37,4.5679,1.8206,4.73,2021-04-10,7.0712643,2021,4,5,100,1,2.8197854,1.2719071,3.6387746,8.1355295,3.6569147,25.96,82.62,5.5,4.12,4.3274,2.576822360356649,1.2019936579650323,4.377414771488735,2.341599585858464,5.123518126351493,2.0192693893416527,0,0.7661581662433546,4.946216
5.3986,6.2945,0.6,27.64,28.6,26.86,84.14,3.84,35.4,100.87,28.38,24.72,26.18,6.2993,1.669,0.85,2021-04-11,4.946216,2021,4,6,101,1,7.0712643,2.8197854,1.2719071,6.5878396,5.25516,26.8,84.24,4.73,4.17,4.8566,3.7209855715433755,3.0028748365309137,4.225376878465925,2.0764601983480135,5.367400237492153,2.0346408857206115,1,0.8576693939153229,2.0428176
6.1495,6.3538,0.69,26.96,27.47,26.09,85.44,4.55,92.0,100.86,28.23,24.33,25.64,7.057,1.243,1.04,2021-04-12,2.0428176,2021,4,0,102,1,4.946216,7.0712643,2.8197854,4.839869,5.78418,27.64,84.14,0.85,3.84,5.3986,4.945755243301392,2.1257394926914803,3.990859236036028,1.8449711436495844,5.3453328268868585,2.037625060253129,0,0.9678460134092984,2.0494256
6.1505,6.3739,0.69,26.68,27.67,25.79,78.12,3.76,119.8,100.79,28.0,22.55,24.62,6.7454,1.5518,0.13,2021-04-13,2.0494256,2021,4,1,103,1,2.0428176,4.946216,7.0712643,3.3481982,5.2067647,26.96,85.44,1.04,4.55,6.1495,4.686765988667806,2.52424340385131,3.591280460357666,1.931317226091193,5.078092643192837,2.213404686593986,1,0.9649508150425956,3.0955257
6.1637,6.2774,0.7,26.75,27.87,25.78,78.24,3.45,129.5,100.76,28.24,22.66,24.71,7.0742,1.3366,0.02,2021-04-14,3.0955257,2021,4,2,104,1,2.0494256,2.0428176,4.946216,3.6387746,5.946216,26.68,78.12,0.13,3.76,6.1505,3.012819766998291,1.6743736053816358,3.4057415212903703,2.0189589680711406,4.852568422045026,2.3555710575747444,1,0.9818874056137892,0.7748113
6.0353,6.2902,0.69,26.97,28.29,26.15,78.19,2.94,130.6,100.77,28.44,22.85,24.91,7.075,1.2262,1.94,2021-04-15,0.7748113,2021,4,3,105,1,3.0955257,2.0494256,2.0428176,1.2719071,7.1354833,26.75,78.24,0.02,3.45,6.1637,2.3959229787190757,0.6058827739718557,3.328134536743164,2.0189494536687382,4.648947681699481,2.3768752780385958,0,0.9594766462115674,1.8596537
5.0021,6.2323,0.57,26.88,27.69,26.09,81.22,4.36,113.0,100.92,28.3,23.41,25.14,4.9157,1.7849,2.72,2021-04-16,1.8596537,2021,4,4,106,1,0.7748113,3.0955257,2.0494256,2.8197854,8.102632,26.97,78.19,1.94,2.94,6.0353,1.9732542236646016,1.1622307890988028,3.2571208562169756,2.1100169384032292,4.194613971880504,2.4710660225575047,0,0.8026089886558735,0.80864733
5.1667,6.1822,0.59,27.1,27.81,26.36,77.48,3.51,113.6,100.92,28.41,22.83,24.97,5.4578,1.6548,1.58,2021-04-17,0.80864733,2021,4,5,107,1,1.8596537,0.7748113,3.0955257,7.0712643,8.1355295,26.88,81.22,2.72,4.36,5.0021,1.9099969267845154,1.1611759890228983,3.119959192616599,2.1734376653179117,3.748686982052667,2.2664051558838385,0,0.8357380867652292,3.5370533
4.3954,6.0905,0.51,27.35,28.3,26.51,79.17,4.17,107.6,100.93,28.46,23.43,25.39,5.123,1.5036,2.48,2021-04-18,3.5370533,2021,4,6,108,1,0.80864733,1.8596537,0.7748113,4.946216,6.5878396,27.1,77.48,1.58,3.51,5.1667,1.1477041244506836,0.6167984918316972,2.2252996308462962,1.4416095347673932,3.2253382546561107,2.0065399136112303,0,0.7216813069534522,4.8889675
4.6181,6.0331,0.54,27.32,27.95,26.65,83.03,5.61,93.0,101.06,28.07,24.2,25.76,4.5058,1.8276,3.69,2021-04-19,4.8889675,2021,4,0,109,1,3.5370533,0.80864733,1.8596537,2.0428176,4.839869,27.35,79.17,2.48,4.17,4.3954,2.068451464176178,1.37613488359883,2.023990665163313,1.0410781711448311,3.0074249505996704,1.7643167252030936,0,0.7654605426729211,4.026518
3.4757,6.0233,0.41,27.55,28.18,26.98,80.1,5.37,82.3,101.13,27.96,23.83,25.69,1.44,1.9354,2.99,2021-04-20,4.026518,2021,4,1,110,1,4.8889675,3.5370533,0.80864733,2.0494256,3.3481982,27.32,83.03,3.69,5.61,4.6181,3.0782227317492166,2.0784964136602873,2.430583511080061,1.502973510830102,3.0109319857188632,1.7682837081048965,0,0.5770424850165191,1.1923972
5.7756,6.0005,0.68,27.67,28.73,26.76,78.58,4.12,91.5,101.07,28.43,23.62,25.65,6.8602,1.1784,0.93,2021-04-21,1.1923972,2021,4,2,111,1,4.026518,4.8889675,3.5370533,3.0955257,3.6387746,27.55,80.1,2.99,5.37,3.4757,4.150846242904663,0.6844787342233637,2.7130252633775984,1.601920095879816,3.0593833923339844,1.7874252044372791,1,0.9625197900174985,4.2624464
5.1859,6.072,0.61,27.35,28.04,26.65,81.15,4.92,116.5,101.05,28.35,23.84,25.59,4.6771,2.3678,0.63,2021-04-22,4.2624464,2021,4,3,112,1,1.1923972,4.026518,4.8889675,0.7748113,1.2719071,27.67,78.58,0.93,4.12,5.7756,3.369294206301371,1.933937734199163,2.4411497626985823,1.6855007626683047,2.884642149720873,1.8450769270475673,1,0.8540678524374177,5.0120406
5.3066,5.9246,0.63,27.65,28.32,27.04,83.93,4.75,80.7,101.04,28.6,24.71,26.18,5.874,1.465,4.12,2021-04-23,5.0120406,2021,4,4,113,1,4.2624464,1.1923972,4.026518,1.8596537,2.8197854,27.35,81.15,0.63,4.92,5.1859,3.1604538361231485,1.708464413441153,2.9393833449908664,1.6252311466942717,3.098252100603921,1.8169000756644442,0,0.8956891604496507,5.2856493
5.2922,5.8982,0.63,27.54,28.27,26.87,82.23,3.57,97.3,101.07,28.65,24.25,25.89,6.5143,1.2977,5.98,2021-04-24,5.2856493,2021,4,5,114,1,5.0120406,4.2624464,1.1923972,0.80864733,7.0712643,27.65,83.93,4.12,4.75,5.3066,3.488961418469747,2.0238893622976195,3.3897243312426975,1.7106870321235788,3.254841761929648,1.8842749012745768,0,0.8972567902071819,5.5008726
5.0474,5.8373,0.6,27.43,28.1,26.77,79.79,3.38,90.4,101.03,28.52,23.65,25.54,6.0132,1.536,4.5,2021-04-25,5.5008726,2021,4,6,115,1,5.2856493,5.0120406,4.2624464,3.5370533,4.946216,27.54,82.23,5.98,3.57,5.2922,4.853378772735596,0.5297322218051895,4.029296040534973,1.392115294253323,3.1272978356906345,1.6522187627772524,0,0.8646805886283041,5.930794
4.8665,5.7778,0.59,27.54,28.25,26.83,77.43,3.3,68.4,100.87,28.09,23.25,25.39,3.8693,2.0962,3.73,2021-04-26,5.930794,2021,4,0,116,1,5.5008726,5.2856493,5.0120406,4.8889675,2.0428176,27.43,79.79,4.5,3.38,5.0474,5.26618750890096,0.24499643114988814,4.309841649872916,1.4719716832940364,3.166916157518114,1.7049964562147955,0,0.8422756066322822,4.958032
4.2756,5.6357,0.52,27.4,28.72,26.38,82.39,3.84,332.5,100.47,28.08,24.13,25.76,2.185,2.9146,11.39,2021-04-27,4.958032,2021,4,1,117,1,5.930794,5.5008726,5.2856493,4.026518,2.0494256,27.54,77.43,3.73,3.3,4.8665,5.572438557942708,0.3284723852399571,4.458673971039908,1.5883558261970443,3.4446287410599843,1.8205419697580543,0,0.7586635200596199,9.2510395
3.9514,5.729,0.48,27.42,28.61,26.53,81.23,2.23,188.4,100.36,28.4,23.9,25.66,0.8023,2.946,14.68,2021-04-28,9.2510395,2021,4,2,118,1,4.958032,5.930794,5.5008726,1.1923972,3.0955257,27.4,82.39,11.39,3.84,4.2756,5.46323283513387,0.4874719092359432,4.591747437204633,1.5851332870697927,3.652386350291116,1.8150304661707604,0,0.6897189736428696,8.192295
4.7664,5.6957,0.58,27.01,27.59,26.26,86.72,6.81,172.9,100.63,28.09,24.61,25.81,3.9466,2.3273,2.46,2021-04-29,8.192295,2021,4,3,119,1,9.2510395,4.958032,5.930794,4.2624464,0.7748113,27.42,81.23,14.68,2.23,3.9514,6.713288466135661,2.2509334839469677,5.742982046944754,1.6305376479479836,4.092065904821668,2.339538622669388,0,0.8368418280457186,5.039123
3.899,5.6626,0.48,27.23,28.16,26.24,84.67,5.19,174.2,100.96,28.11,24.44,25.84,1.5701,2.4062,26.9,2021-04-30,5.039123,2021,4,4,120,1,8.192295,9.2510395,4.958032,5.0120406,1.8596537,27.01,86.72,2.46,6.81,4.7664,7.467122236887614,2.2364893943777395,6.304388999938965,1.710400648748346,4.621886172464916,2.370207726355158,0,0.6885529615371031,4.880377
2.6436,5.4816,0.33,27.29,27.86,26.78,83.87,3.17,86.0,101.07,27.89,24.35,25.82,0.3439,1.8725,60.25,2021-05-01,4.880377,2021,5,5,121,0,5.039123,8.192295,9.2510395,5.2856493,0.80864733,27.23,84.67,26.9,5.19,3.899,7.494152545928955,2.191029958963683,6.308257920401437,1.707017430627371,4.848991125822067,2.233565377988156,0,0.48226795096322245,8.366364
1.5744,5.4655,0.2,26.63,26.85,26.27,83.41,8.17,121.3,101.1,27.37,23.6,25.12,0.0809,1.1962,72.49,2021-05-02,8.366364,2021,5,6,122,0,4.880377,5.039123,8.192295,5.5008726,3.5370533,27.29,83.87,60.25,3.17,2.6436,6.037264982859294,1.8679978892296876,6.250361851283482,1.7537152669240572,5.139828945909228,1.908422224982334,0,0.2880614765346263,6.261317
2.5966,5.5111,0.32,26.22,26.89,25.83,81.47,7.65,106.5,101.02,27.24,22.82,24.52,1.0106,1.5288,43.33,2021-05-03,6.261317,2021,5,0,123,0,8.366364,4.880377,5.039123,5.930794,4.8889675,26.63,83.41,72.49,8.17,1.5744,6.095287799835205,1.9684102229423928,6.659717696053641,1.8795312773909199,5.4847796729632785,2.0290721973755157,0,0.47115820798025804,5.4169645
3.2674,5.4708,0.41,25.95,26.23,25.57,82.64,5.94,67.1,100.97,27.15,22.79,24.37,1.1174,2.171,41.11,2021-05-04,5.4169645,2021,5,1,124,0,6.261317,8.366364,4.880377,4.958032,4.026518,26.22,81.47,43.33,7.65,2.5966,6.50268570582072,1.7554828552224828,6.706935269492013,1.8622394060646512,5.582804620265961,2.0312223498349247,0,0.5972435475615998,7.0756416
3.5695,5.3794,0.45,26.68,27.35,26.16,85.69,6.09,38.2,101.03,27.36,24.1,25.39,1.045,2.4329,14.7,2021-05-05,7.0756416,2021,5,2,125,0,5.4169645,6.261317,8.366364,9.2510395,1.1923972,25.95,82.64,41.11,5.94,3.2674,6.681548277537028,1.5189418991846884,6.7724970408848355,1.797353959347188,5.682122239044735,1.9826868653144492,0,0.6635498382719263,6.3517013
4.0721,5.4451,0.52,26.79,27.46,25.99,82.73,2.96,27.8,101.03,27.5,23.62,25.21,2.1715,2.7161,0.51,2021-05-06,6.3517013,2021,5,3,126,0,7.0756416,5.4169645,6.261317,8.192295,4.2624464,26.68,85.69,14.7,6.09,3.5695,6.251307646433513,0.8293838486899574,6.461725916181292,1.4523291973105463,6.102353981563023,1.529594047097167,1,0.7478466878477897,10.591635
4.4455,5.5486,0.57,26.76,27.71,25.64,84.87,7.35,128.6,101.04,27.61,24.02,25.39,5.1706,1.6152,5.92,2021-05-07,10.591635,2021,5,4,127,0,6.3517013,7.0756416,5.4169645,5.039123,5.0120406,26.79,82.73,0.51,2.96,4.0721,6.2814358075459795,0.8315680109126733,6.198783942631313,1.2375262305261208,6.251586471285139,1.4352883066404543,0,0.8011930937533792,14.501665
3.6934,5.4454,0.47,27.04,27.62,26.6,83.46,11.25,115.9,101.12,27.5,24.02,25.53,3.113,1.8166,11.16,2021-05-08,14.501665,2021,5,5,128,0,10.591635,6.3517013,7.0756416,4.880377,5.2856493,26.76,84.87,5.92,7.35,4.4455,8.006325880686441,2.2680143031858533,6.991999898638044,1.9466557224210967,6.650128909519741,1.7943613152448206,0,0.6782605501891504,14.784625
3.1553,5.4326,0.41,26.45,26.9,26.14,77.17,11.05,109.1,101.2,27.12,22.14,24.29,0.6922,2.2356,2.42,2021-05-09,14.784625,2021,5,6,129,0,14.501665,10.591635,6.3517013,8.366364,5.5008726,27.04,83.46,11.16,11.25,3.6934,10.481667041778564,4.076094624169076,8.366469655718122,3.200228138771593,7.308415753500802,2.711436705536947,0,0.5808084526745941,16.41038
3.5028,5.4598,0.45,26.74,27.31,26.23,74.79,10.23,101.1,101.1,26.93,21.91,24.32,2.0698,2.0887,2.36,2021-05-10,16.41038,2021,5,0,130,0,14.784625,14.501665,10.591635,6.261317,5.930794,26.45,77.17,2.42,11.05,3.1553,13.292641639709473,2.3434152947877362,9.283364159720284,4.015731789234908,7.971540927886963,3.3055287071192296,0,0.6415619619766292,13.261342
3.6924,5.3006,0.48,26.67,27.25,26.19,79.76,9.85,105.7,101.15,27.13,22.91,24.79,4.8194,1.9956,7.16,2021-05-11,13.261342,2021,5,1,131,0,16.41038,14.784625,14.501665,5.4169645,4.958032,26.74,74.79,2.36,10.23,3.5028,15.232223192850748,1.030075548331193,10.733230250222343,4.540620461322054,8.720082759857178,3.93455791795986,0,0.6966003848620911,8.01193
4.6322,5.4504,0.61,26.41,27.09,25.91,77.95,8.45,117.3,101.14,26.98,22.26,24.34,5.4958,1.47,3.88,2021-05-12,8.01193,2021,5,2,132,0,13.261342,16.41038,14.784625,7.0756416,9.2510395,26.67,79.76,7.16,9.85,3.6924,14.818782170613607,1.5747965287502448,11.853855609893799,3.937881510254938,9.313176325389318,3.9496355181194027,0,0.8498825774255101,7.7865963
4.7654,5.4682,0.63,26.05,26.76,25.55,73.4,6.76,110.9,101.1,26.76,20.93,23.49,5.2759,1.4198,2.07,2021-05-13,7.7865963,2021,5,3,133,0,8.01193,13.261342,16.41038,6.3517013,8.192295,26.41,77.95,3.88,8.45,4.6322,12.561217308044434,4.242772343165489,11.987611157553536,3.760436386532943,9.224668536867414,3.9649888780519476,0,0.8714750740645915,8.611874
3.1896,5.3172,0.42,26.29,26.98,25.78,76.08,5.75,82.6,101.05,26.79,21.75,24.02,0.8074,2.4156,0.96,2021-05-14,8.611874,2021,5,4,134,0,7.7865963,8.01193,13.261342,10.591635,5.039123,26.05,73.4,2.07,6.76,4.7654,9.686622937520346,3.0978470611601443,12.1925961630685,3.4262760252257367,9.195690052849907,3.9745854036536623,1,0.5998645903859174,5.80296
3.1356,5.2562,0.42,26.45,27.22,25.8,79.37,5.42,66.9,101.09,26.98,22.61,24.53,1.8348,1.8811,2.12,2021-05-15,5.80296,2021,5,5,135,0,8.611874,7.7865963,8.01193,14.501665,4.880377,26.29,76.08,0.96,5.75,3.1896,8.136800130208334,0.42657354824995575,11.90977314540318,3.654558314133233,9.450886522020612,3.797948006806853,0,0.5965526425935087,4.197478
4.0505,5.1794,0.54,26.81,27.47,26.17,86.74,5.65,73.3,101.1,27.34,24.44,25.62,4.3747,1.6692,2.92,2021-05-16,4.197478,2021,5,6,136,0,5.80296,8.611874,7.7865963,14.784625,8.366364,26.45,79.37,2.12,5.42,3.1356,7.400476614634196,1.4437158175731204,10.667100974491664,4.080449398380367,9.516785315104894,3.7197428594418684,0,0.7820403907788548,2.5222597
4.885,5.1938,0.65,26.87,27.54,26.24,86.01,5.04,84.1,101.18,27.54,24.35,25.61,6.313,1.0884,0.69,2021-05-17,2.5222597,2021,5,0,137,0,4.197478,5.80296,8.611874,16.41038,6.261317,26.81,86.74,2.92,5.65,4.0505,6.204103787740071,2.234370133303272,9.154651369367327,4.258127451371829,9.219007764543806,3.9768995616955887,1,0.940544495359852,4.7211585
5.0642,5.2838,0.68,26.76,27.75,25.96,81.86,5.32,106.6,101.1,27.55,23.39,25.08,6.5489,1.1316,1.06,2021-05-18,4.7211585,2021,5,1,138,0,2.5222597,4.197478,5.80296,13.261342,5.4169645,26.87,86.01,0.69,5.04,4.885,4.174232482910156,1.640473626986899,7.1706342697143555,3.4779941318711622,8.951932259968348,4.302989833125873,0,0.9584390022332411,4.629861
4.4923,5.1847,0.61,26.8,27.34,26.23,85.16,6.37,106.5,101.0,27.47,24.12,25.46,4.823,1.6109,9.53,2021-05-19,4.629861,2021,5,2,139,0,4.7211585,2.5222597,4.197478,8.01193,7.0756416,26.76,81.86,1.06,5.32,5.0642,3.813632011413574,1.1486044474997115,5.950608049120222,2.275324940586694,8.902231829507011,4.350713888526337,0,0.8664532181225528,5.320409
1.2386,5.0513,0.17,27.12,27.66,26.65,86.44,8.97,87.9,100.82,27.38,24.68,25.9,0.3744,0.8304,23.89,2021-05-20,5.320409,2021,5,3,140,0,4.629861,4.7211585,2.5222597,7.7865963,6.3517013,26.8,85.16,9.53,6.37,4.4923,3.957759698232015,1.2440172713965498,5.467455250876291,2.118328276075971,8.727533204214913,4.476972660868452,0,0.2452042048581553,4.983423
3.2467,5.0134,0.44,27.32,27.75,26.84,88.82,8.48,42.1,100.61,27.29,25.33,26.32,1.3118,2.0256,49.55,2021-05-21,4.983423,2021,5,4,141,0,5.320409,4.629861,4.7211585,8.611874,10.591635,27.12,86.44,23.89,8.97,1.2386,4.890476067860921,0.37512057179732894,5.115142754146031,1.8573380099358971,8.653869458607264,4.527273291688546,0,0.6476044201539873,7.7194643
