solar_all_sky_kwh_m2_day,solar_clear_sky_kwh_m2_day,clearness_index,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_10m_m_s,wind_direction_10m_deg,surface_pressure_kpa,TS,T2MDEW,T2MWET,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,precipitation_mm,date,pm25_ug_m3,year,month,day_of_week,day_of_year,wet_season,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_7,pm25_lag_14,temperature_mean_c_lag_1,relative_humidity_pct_lag_1,precipitation_mm_lag_1,wind_speed_10m_m_s_lag_1,solar_all_sky_kwh_m2_day_lag_1,pm25_rolling_mean_3,pm25_rolling_std_3,pm25_rolling_mean_7,pm25_rolling_std_7,pm25_rolling_mean_14,pm25_rolling_std_14,dry_day,solar_clear_sky_ratio,target_pm25_next_day
5.3304,8.0122,0.47,28.66,29.73,27.78,76.43,2.63,16.9,100.48,29.84,24.09,26.38,2.015,2.9839,5.48,2023-02-01,4.850264,2023,2,2,32,1,4.932389,7.0677013,1.8071518,2.5149484,5.6423845,28.97,81.32,2.99,4.69,5.4545,4.602413972218831,2.645752806135391,3.20027186189379,2.039160288526844,4.32621966941016,2.3201186298823737,0,0.6652854397044508,8.826372
4.799,7.9627,0.42,28.2,28.93,27.52,85.58,5.44,133.9,100.29,29.34,25.56,26.88,1.4626,2.7845,13.76,2023-02-02,8.826372,2023,2,3,33,1,4.850264,4.932389,7.0677013,2.5734615,6.885443,28.66,76.43,5.48,2.63,5.3304,5.616784731547038,1.2572014038765977,3.5338883910860335,2.098521470686178,4.26963963678905,2.295076173272154,0,0.6026850189006242,3.7392454
6.4824,7.7618,0.57,27.56,27.97,27.16,86.24,8.6,24.0,100.41,28.93,25.07,26.31,4.4575,2.7864,12.64,2023-02-03,3.7392454,2023,2,4,34,1,8.826372,4.850264,4.932389,1.752518,6.044516,28.2,85.58,13.76,5.44,4.799,6.20300833384196,2.2722707557844455,4.427161335945129,2.8262213540166123,4.408277417932238,2.51347395332851,0,0.8351671004148522,7.1109414
5.627,7.855,0.5,28.35,29.36,27.11,75.41,6.4,357.3,100.68,29.44,23.58,25.96,3.1932,3.0794,3.02,2023-02-04,7.1109414,2023,2,5,35,1,3.7392454,8.826372,4.850264,1.7537332,6.737984,27.56,86.24,12.64,8.6,6.4824,5.805293877919515,2.674654378341241,4.710979529789516,2.603869080514302,4.243615227086203,2.4732243514520875,0,0.7163590070019096,7.106351
5.9438,7.8137,0.53,28.88,30.58,27.48,72.27,3.69,289.7,100.7,29.76,23.35,26.12,3.6437,2.7614,6.89,2023-02-05,7.106351,2023,2,6,36,1,7.1109414,3.7392454,8.826372,1.8071518,4.864013,28.35,75.41,3.02,6.4,5.627,6.558852990468343,2.5881104717191654,5.476294994354248,2.3662685721267502,4.270255029201508,2.503976076029958,0,0.7606895580838784,5.403706
5.8949,7.8602,0.52,28.19,29.75,26.68,78.92,6.83,271.4,100.54,29.25,24.18,26.18,4.4714,2.2685,36.88,2023-02-06,5.403706,2023,2,0,37,1,7.106351,7.1109414,3.7392454,7.0677013,7.0446653,28.88,72.27,6.89,3.69,5.9438,5.985512574513753,1.9453257781224385,6.233323437826974,1.769095235467799,4.430422008037567,2.614168392956022,0,0.749968194193532,2.4298713
6.7169,7.853,0.6,28.05,29.05,27.18,79.99,5.04,294.7,100.5,29.23,24.28,26.17,5.2087,2.2814,34.49,2023-02-07,2.4298713,2023,2,1,38,1,5.403706,7.106351,7.1109414,4.932389,0.9461658,28.19,78.92,36.88,6.83,5.8949,6.540332794189453,0.9843502904924311,5.995609828404018,1.7499862799359558,4.31321063211986,2.523140101388953,0,0.855329173564243,6.1352453
3.6574,7.8156,0.33,27.2,27.47,26.98,83.42,4.83,343.6,100.62,28.77,24.16,25.68,0.2304,2.623,4.73,2023-02-08,6.1352453,2023,2,2,39,1,2.4298713,5.403706,7.106351,4.850264,2.5149484,28.05,79.99,34.49,5.04,6.7169,4.979976097742717,2.3668598670680923,5.638107333864484,2.2009129831832865,4.419189597879138,2.3989389018174943,0,0.4679615128716925,8.099676
3.3384,7.7669,0.3,27.95,28.52,27.5,78.36,3.96,14.8,100.66,29.31,23.85,25.9,0.4318,2.2536,23.12,2023-02-09,8.099676,2023,2,3,40,1,6.1352453,2.4298713,5.403706,8.826372,2.5734615,27.2,83.42,4.73,4.83,3.6574,4.656274239222209,1.9625085694034268,5.821676083973476,2.177715719546824,4.677782237529755,2.3728647495509416,0,0.4298239967039617,2.7687576
3.1678,7.6301,0.28,27.83,28.36,27.37,79.72,3.13,31.8,100.63,29.22,24.02,25.93,0.1402,2.2754,7.59,2023-02-10,2.7687576,2023,2,4,41,1,8.099676,6.1352453,2.4298713,3.7392454,1.752518,27.95,78.36,23.12,3.96,3.3384,5.554930925369263,2.8791049390903796,5.717862367630005,2.022387998876101,5.072511851787567,2.454135664790525,0,0.4151714918546284,5.6760144
6.2071,7.7362,0.56,28.6,29.42,27.62,79.83,3.56,20.6,100.5,29.34,24.79,26.7,3.7013,2.8049,8.5,2023-02-11,5.6760144,2023,2,5,42,1,2.7687576,8.099676,6.1352453,7.1109414,1.7537332,27.83,79.72,7.59,3.13,3.1678,5.667893012364705,2.6960131277151156,5.579221248626709,2.2056013458496455,5.145100389208112,2.361670233604007,0,0.8023448204544866,5.249472
5.6179,7.7537,0.5,28.74,29.92,27.84,79.76,5.38,330.9,100.39,29.05,24.9,26.82,2.0177,3.5218,12.36,2023-02-12,5.249472,2023,2,6,43,1,5.6760144,2.7687576,8.099676,7.106351,1.8071518,28.6,79.83,8.5,3.56,6.2071,5.514816045761108,2.6691125558321858,5.374231679098947,2.1038504771528506,5.425263336726597,2.1517245665713953,0,0.724544411055367,5.870355
4.806,7.6426,0.43,28.41,29.49,27.62,82.92,5.91,314.2,100.35,28.95,25.23,26.82,0.4951,3.3007,8.52,2023-02-13,5.870355,2023,2,0,44,1,5.249472,5.6760144,2.7687576,5.403706,7.0677013,28.74,79.76,12.36,5.38,5.6179,4.564748048782349,1.5699270358728603,5.108963285173688,1.9612868941424204,5.671143361500332,1.8868515806210602,0,0.6288435872608799,7.705694
3.961,7.6075,0.36,28.35,29.47,27.45,83.54,7.26,316.3,100.33,28.78,25.3,26.83,0.378,2.8349,12.75,2023-02-14,7.705694,2023,2,1,45,1,5.870355,5.249472,5.6760144,2.4298713,4.932389,28.41,82.92,8.52,5.91,4.806,5.598613897959392,0.31759573704620947,5.175627435956683,1.9808084693125119,5.58561863218035,1.8453605852790351,0,0.5206703910614525,3.8550992
5.3695,7.6598,0.49,27.7,28.37,26.93,83.6,3.92,151.9,100.47,29.15,24.68,26.19,4.2912,2.341,29.59,2023-02-15,3.8550992,2023,2,2,46,1,7.705694,5.870355,5.249472,6.1352453,4.850264,28.35,83.54,12.75,7.26,3.961,6.275173823038737,1.2771708303431837,5.929316418511527,1.7524908347249277,5.783711876188006,1.9172950110160338,0,0.7009974150761117,7.7830863
4.0006,7.5835,0.36,28.0,29.16,27.27,85.53,6.26,307.0,100.49,28.96,25.35,26.67,0.4582,2.8018,49.66,2023-02-16,7.7830863,2023,2,3,47,1,3.8550992,7.705694,5.870355,8.099676,8.826372,27.7,83.6,29.59,3.92,5.3695,5.810382843017578,1.92599791403009,5.603581258228847,1.912441343024744,5.712628671101162,1.972225307178657,0,0.5275400540647459,5.050495
2.4965,7.601,0.23,27.67,28.61,26.77,85.7,7.29,325.4,100.49,28.44,25.07,26.37,0.3552,1.7868,32.1,2023-02-17,5.050495,2023,2,4,48,1,7.7830863,3.8550992,7.705694,2.7687576,3.7392454,28.0,85.53,49.66,6.26,4.0006,6.447959899902344,2.2458166301999234,5.558354139328003,1.8461683520132088,5.638108253479004,1.8621615825530706,0,0.32844362583870546,6.632732
2.1286,7.5953,0.19,27.8,28.8,27.11,84.25,6.6,347.7,100.62,28.57,24.92,26.36,0.0991,1.5958,24.21,2023-02-18,6.632732,2023,2,5,49,1,5.050495,7.7830863,3.8550992,5.6760144,7.1109414,27.67,85.7,32.1,7.29,2.4965,5.562893549601237,2.013500621697349,5.884316648755755,1.4249173310574077,5.731768948691232,1.7909213656684004,0,0.28025226126683606,4.6007214
5.6806,7.549,0.52,28.23,29.04,27.35,81.19,4.27,355.9,100.81,28.93,24.71,26.47,2.3856,3.0725,12.26,2023-02-19,4.6007214,2023,2,6,50,1,6.632732,5.050495,7.7830863,5.249472,7.106351,27.8,84.25,24.21,6.6,2.1286,6.488771120707194,1.3719719872777387,6.020990576062884,1.4473143898370637,5.697611127580915,1.766993848478275,0,0.7524970194727778,3.3246365
6.2866,7.609,0.57,28.11,29.06,27.28,79.45,2.12,325.3,100.89,29.06,24.22,26.17,4.5389,2.2788,30.14,2023-02-20,3.3246365,2023,2,0,51,1,4.6007214,6.632732,5.050495,5.870355,5.403706,28.23,81.19,12.26,4.27,5.6806,5.427982807159424,1.0673047474642279,5.928311892918178,1.5237077717964187,5.518637589045933,1.7400188421471048,0,0.8262058089105008,3.2827215
5.5906,7.6116,0.51,27.85,28.36,27.04,83.06,1.74,63.5,100.59,28.83,24.73,26.29,2.9278,2.755,11.92,2023-02-21,3.2827215,2023,2,1,52,1,3.3246365,4.6007214,6.632732,7.705694,2.4298713,28.11,79.45,30.14,2.12,6.2866,4.852696577707927,1.6683802079157826,5.5646377972194125,1.8156755898162784,5.370132616588047,1.8366217304820016,0,0.7344842083136266,4.121418
6.0734,7.632,0.56,27.84,28.3,27.43,83.14,3.44,121.1,100.35,28.76,24.74,26.29,5.0191,2.381,10.74,2023-02-22,4.121418,2023,2,2,53,1,3.2827215,3.3246365,4.6007214,3.8550992,6.1352453,27.85,83.06,11.92,1.74,5.5906,3.7360264460245767,0.7491409648847551,4.932784557342529,1.7131071601165542,5.4310504879270285,1.7433726538646932,0,0.7957809224318659,5.3629456
5.5092,7.4436,0.51,27.88,28.39,27.18,83.72,3.86,128.3,100.33,29.08,24.89,26.38,1.9121,3.4198,9.15,2023-02-23,5.3629456,2023,2,3,54,1,4.121418,3.2827215,3.3246365,7.7830863,8.099676,27.84,83.14,10.74,3.44,6.0734,3.576258659362793,0.47258675918849186,4.97083009992327,1.6879570775450865,5.287205679076059,1.7637611694254303,0,0.7401257456069643,4.0746284
6.067,7.4892,0.56,28.58,29.38,27.74,84.49,5.87,101.2,100.39,28.97,25.73,27.16,3.9149,3.1363,8.18,2023-02-24,4.0746284,2023,2,4,55,1,5.3629456,4.121418,3.2827215,5.050495,2.7687576,27.88,83.72,9.15,3.86,5.5092,4.25569502512614,1.0465924474027113,4.625095708029611,1.1904787750278552,5.0917249236788065,1.5689747592019165,0,0.8100998771564386,5.4178104
6.5633,7.5917,0.61,28.98,29.44,28.54,85.84,8.78,72.2,100.45,28.82,26.39,27.69,5.737,2.1197,8.84,2023-02-25,5.4178104,2023,2,5,56,1,4.0746284,5.3629456,4.121418,6.632732,5.6760144,28.58,84.49,8.18,5.87,6.067,4.5196639696757,0.7306779002626195,4.485686165945871,1.1894986874960616,5.185001407350812,1.4549217389334075,0,0.8645362698736778,4.0107293
6.299,7.5012,0.58,28.94,29.52,28.53,84.05,10.25,46.0,100.63,28.93,26.0,27.47,5.0026,3.0989,7.24,2023-02-26,4.0107293,2023,2,6,57,1,5.4178104,4.0746284,5.3629456,4.6007214,5.249472,28.98,85.84,8.84,8.78,6.5633,4.951794783274333,0.7601435709798088,4.312125955309186,0.869638905355094,5.166558265686035,1.4498463747435872,0,0.8397323094971472,2.6712072
6.3377,7.5302,0.59,29.06,29.8,28.49,80.13,7.34,30.9,100.67,29.16,25.3,27.18,5.6496,3.0754,2.64,2023-02-27,2.6712072,2023,2,0,58,1,4.0107293,5.4178104,4.0746284,3.3246365,5.870355,28.94,84.05,7.24,10.25,6.299,4.5010560353597,0.7945752014398059,4.227841377258301,0.8655880806752869,5.078076635088239,1.4818431482094687,0,0.8416376723061805,2.5274005
7.163,7.6246,0.67,28.78,29.48,28.09,78.95,6.07,44.5,100.67,29.19,24.78,26.78,7.253,1.9044,1.16,2023-02-28,2.5274005,2023,2,1,59,1,2.6712072,4.0107293,5.4178104,3.2827215,7.705694,29.06,80.13,2.64,7.34,6.3377,4.033248980840047,1.3734400989858626,4.134494338716779,1.0034765846620526,4.849566067968096,1.5927828745785901,0,0.9394591191669072,2.549207
6.0763,7.5994,0.57,28.94,29.92,27.97,77.91,5.7,26.9,100.61,29.16,24.71,26.82,3.4219,3.7277,4.16,2023-03-01,2.549207,2023,3,2,60,1,2.5274005,2.6712072,4.0107293,4.121418,3.8550992,28.78,78.95,1.16,6.07,7.163,3.0697789986928306,0.8180530006053268,4.026591335024152,1.141455490421746,4.479687946183341,1.4754423643972208,0,0.7995762823380793,2.332861
4.6411,7.3706,0.44,28.88,29.55,28.4,83.78,6.87,0.9,100.56,28.75,25.88,27.38,1.2058,3.067,8.26,2023-03-02,2.332861,2023,3,3,61,1,2.549207,2.5274005,2.6712072,5.3629456,7.7830863,28.94,77.91,4.16,5.7,6.0763,2.5826048851013184,0.0775026250689323,3.8019897597176686,1.2674170062091028,4.386409929820469,1.5569923391120688,0,0.6296773668358071,6.4398265
3.9283,7.2996,0.37,28.88,29.76,28.2,84.14,5.84,342.1,100.53,28.79,25.94,27.41,0.2686,2.8018,4.29,2023-03-03,6.4398265,2023,3,4,62,1,2.332861,2.549207,2.5274005,4.0746284,5.050495,28.88,83.78,8.26,6.87,4.6411,2.469822804133097,0.1191125242317988,3.3691205297197615,1.158173942264148,3.997108118874686,1.3030377919971405,0,0.5381527754945477,6.4347887
5.5781,7.2288,0.53,28.89,29.67,28.39,84.48,7.97,343.7,100.34,28.71,26.02,27.45,2.7048,3.067,7.28,2023-03-04,6.4347887,2023,3,5,63,1,6.4398265,2.332861,2.549207,5.4178104,6.632732,28.88,84.14,4.29,5.84,3.9283,3.773964802424113,2.3112367463392385,3.7070059776306152,1.6421799053010955,4.0963460717882425,1.4355961436184812,0,0.7716495130588756,6.2216897
2.4425,7.1354,0.23,28.83,29.83,27.5,83.53,10.61,320.6,100.32,28.73,25.77,27.3,0.2354,1.7239,18.76,2023-03-05,6.2216897,2023,3,6,64,1,6.4347887,6.4398265,2.332861,4.0107293,4.6007214,28.89,84.48,7.28,7.97,5.5781,5.069158713022868,2.3697047167293945,3.8522885867527554,1.850528144693162,4.082207271030971,1.4094307050223132,0,0.3423073688931244,5.2563996
3.1286,7.4263,0.3,28.06,29.0,27.24,83.41,8.67,295.6,100.54,28.56,24.99,26.53,0.2525,2.1986,49.31,2023-03-06,5.2563996,2023,3,0,65,1,6.2216897,6.4347887,6.4398265,2.6712072,3.3246365,28.83,83.53,18.76,10.61,2.4425,6.365434964497884,0.12451253103443126,4.168140070778983,2.059018760759351,4.197990724018642,1.5177230100074954,0,0.4212865087594091,5.085823
5.6342,7.398,0.54,27.19,27.8,26.7,83.41,5.54,179.5,100.73,28.69,24.15,25.67,4.4508,1.908,12.51,2023-03-07,5.085823,2023,3,1,66,1,5.2563996,6.2216897,6.4347887,2.5274005,3.2827215,28.06,83.41,49.31,8.67,3.1286,5.970959345499675,0.6279327073069644,4.537453276770456,1.9759430092465762,4.335973807743618,1.5200256035466004,0,0.7615842119491755,5.547065
5.0954,7.4299,0.49,27.01,27.65,26.58,78.81,6.08,135.3,100.77,28.41,23.03,25.02,4.1203,2.1026,2.16,2023-03-08,5.547065,2023,3,2,67,1,5.085823,5.2563996,6.2216897,2.549207,4.121418,27.19,83.41,12.51,5.54,5.6342,5.521304130554199,0.6125186138521563,4.902942214693342,1.7678342086502086,4.464766774858747,1.5001773890076318,0,0.6857965786888114,7.0651183
7.0519,7.524,0.68,27.08,27.84,26.43,74.81,6.59,119.8,100.86,28.24,22.24,24.66,7.1938,1.7623,0.35,2023-03-09,7.0651183,2023,3,3,68,1,5.547065,5.085823,5.2563996,2.332861,5.3629456,27.01,78.81,2.16,6.08,5.0954,5.29642915725708,0.2332118216391532,5.331207615988595,1.4342461577756265,4.566598687853132,1.5232864984862338,1,0.937254120148857,3.9801905
7.0879,7.5024,0.68,27.07,28.08,26.12,70.79,5.97,127.0,100.9,28.27,21.31,24.19,7.3255,1.7153,0.07,2023-03-10,3.9801905,2023,3,4,69,1,7.0651183,5.547065,5.085823,6.4398265,4.0746284,27.08,74.81,0.35,6.59,7.0519,5.8993353843688965,1.0356028962790214,6.007244382585798,0.7256670302975463,4.68818245615278,1.6540555808054147,1,0.9447510130091705,5.5791035
7.0942,7.5485,0.69,27.41,28.49,26.44,72.58,4.7,127.1,100.8,28.5,22.05,24.73,7.139,1.8821,0.1,2023-03-11,5.5791035,2023,3,5,70,1,3.9801905,7.0651183,5.547065,6.4347887,5.4178104,27.07,70.79,0.07,5.97,7.0879,5.530791203180949,1.5425282819680892,5.6558678150177,1.017932339692784,4.681436896324158,1.656940302338718,1,0.9398158574551235,4.768211
5.9923,7.3022,0.58,27.15,27.78,26.51,80.76,5.1,96.4,100.76,28.45,23.58,25.36,6.0473,1.5336,0.79,2023-03-12,4.768211,2023,3,6,71,1,5.5791035,3.9801905,7.0651183,6.2216897,4.0107293,27.41,72.58,0.1,4.7,7.0942,5.541470766067505,1.5428081682312116,5.533627067293439,0.9584443037068384,4.692957827023098,1.6630039129231864,1,0.8206157048560708,4.432117
5.8867,7.193,0.57,27.22,28.11,26.18,81.02,3.3,67.6,100.83,28.74,23.69,25.45,4.6056,2.2282,4.51,2023-03-13,4.432117,2023,3,0,72,1,4.768211,5.5791035,3.9801905,5.2563996,2.6712072,27.15,80.76,0.79,5.1,5.9923,4.775834957758586,0.7994837419936626,5.325987236840384,0.9418354903382627,4.7470636538096835,1.6513819224182127,0,0.8183928819685806,2.7347653
4.5794,7.1935,0.45,27.85,28.69,26.97,79.51,2.74,32.4,100.89,29.18,23.99,25.92,2.3035,2.2577,3.59,2023-03-14,2.7347653,2023,3,1,73,1,4.432117,4.768211,5.5791035,5.085823,2.5274005,27.22,81.02,4.51,3.3,5.8867,4.926477114359538,0.5896445096398214,5.208232573100498,1.0016172764643432,4.872842924935477,1.5447263808285878,0,0.636602488357545,2.780915
6.0972,7.2283,0.6,28.04,28.78,27.21,82.39,4.0,52.7,100.87,29.1,24.78,26.41,5.9803,1.7993,9.78,2023-03-15,2.780915,2023,3,2,74,1,2.7347653,4.432117,4.768211,5.547065,2.549207,27.85,79.51,3.59,2.74,4.5794,3.9783643881479898,1.090020097640599,4.872367177690778,1.3743386512353093,4.88765469619206,1.5213237914705484,0,0.8435178396026728,3.736048
6.719,7.2127,0.66,28.2,28.87,27.51,81.2,6.23,80.9,100.88,29.03,24.68,26.44,6.9386,1.6306,4.86,2023-03-16,3.736048,2023,3,3,75,1,2.780915,2.7347653,4.432117,7.0651183,2.332861,28.04,82.39,9.78,4.0,6.0972,3.3159324328104653,0.9669195498374524,4.477202926363264,1.5361592872483383,4.90420527117593,1.4949586671934358,0,0.931551291471987,4.662873
6.5443,7.2576,0.65,27.77,28.57,26.97,80.85,4.53,91.6,100.98,29.09,24.19,25.98,6.5026,1.7378,1.28,2023-03-17,4.662873,2023,3,4,76,1,3.736048,2.780915,2.7347653,3.9801905,6.4398265,28.2,81.2,4.86,6.23,6.719,3.0839094320933023,0.5652397427289587,4.001621450696673,1.0350098676739825,5.004432916641235,1.3492408149508086,0,0.9017168209876543,4.196856
6.6814,7.2151,0.66,27.86,28.75,27.0,80.01,3.51,172.3,100.95,29.11,24.1,25.98,6.6845,1.673,1.43,2023-03-18,4.196856,2023,3,5,77,1,4.662873,3.736048,2.780915,5.5791035,6.4347887,27.77,80.85,1.28,4.53,6.5443,3.726611932118734,0.9410143679774706,4.099147490092686,1.0644002465416398,4.8775076525551935,1.2859186597467458,0,0.9260301312525121,3.991758
4.4299,7.1083,0.44,27.81,28.07,27.37,79.62,2.4,200.5,100.83,28.98,23.97,25.89,2.4922,2.2344,8.64,2023-03-19,3.991758,2023,3,6,78,1,4.196856,4.662873,3.736048,4.768211,6.2216897,27.86,80.01,1.43,3.51,6.6814,4.1985922654469805,0.4634148434645108,3.9016835689544678,0.8508839093492998,4.717655318123954,1.2145607626179389,0,0.6232010466637593,5.9917865
5.5642,6.9881,0.56,27.94,28.57,27.32,77.68,3.0,346.7,100.75,28.67,23.7,25.82,5.1497,2.3446,4.49,2023-03-20,5.9917865,2023,3,0,79,1,3.991758,4.196856,4.662873,4.432117,5.2563996,27.81,79.62,8.64,2.4,4.4299,4.283828973770142,0.34390689184059997,3.790761743273054,0.76541261545268,4.558374490056719,1.1464552050317103,0,0.796239321131638,7.094009
4.4602,7.0006,0.45,27.7,28.48,26.81,75.27,2.15,325.8,100.74,29.1,22.93,25.31,1.7844,2.4821,11.49,2023-03-21,7.094009,2023,3,1,80,1,5.9917865,3.991758,4.196856,2.7347653,5.085823,27.94,77.68,4.49,3.0,5.5642,4.726800203323364,1.1002995040421903,4.013571671077183,1.1255222734971613,4.610902122088841,1.1966452044001914,0,0.6371168185584093,3.0593271
3.6636,6.9703,0.37,27.89,28.68,26.82,77.76,3.31,314.0,100.75,28.72,23.65,25.77,0.72,2.5529,14.88,2023-03-22,3.0593271,2023,3,2,81,1,7.094009,5.9917865,3.991758,2.780915,5.547065,27.7,75.27,11.49,2.15,4.4602,5.692517836888631,1.57262879264622,4.636320761271885,1.4571567764376778,4.754343969481332,1.3662888613334476,0,0.525601480567551,4.6211925
5.6911,6.9247,0.58,27.64,27.86,27.24,81.19,2.55,340.8,100.84,28.49,24.14,25.89,4.5305,2.232,9.42,2023-03-23,4.6211925,2023,3,3,82,1,3.0593271,7.094009,5.9917865,3.736048,7.0651183,27.89,77.76,14.88,3.31,3.6636,5.381707509358724,2.0853804361757726,4.676093918936593,1.4007819463676336,4.576648422649929,1.4161242936718015,0,0.8218550984158158,2.645841
5.4094,6.811,0.55,27.64,28.73,26.85,80.51,2.93,313.0,100.82,28.78,23.98,25.81,4.098,2.2884,3.59,2023-03-24,2.645841,2023,3,4,83,1,4.6211925,3.0593271,7.094009,4.662873,3.9801905,27.64,81.19,9.42,2.55,5.6911,4.924842834472656,2.034408259273181,4.802543129239764,1.3404316691195137,4.402082289968218,1.223273643442293,0,0.7942152400528556,5.983857
4.8504,6.8054,0.5,27.06,27.57,26.56,84.58,3.13,144.0,100.87,28.63,24.26,25.66,3.3958,2.2889,11.49,2023-03-25,5.983857,2023,3,5,84,1,2.645841,4.6211925,3.0593271,4.196856,5.5791035,27.64,80.51,3.59,2.93,5.4094,3.44212015469869,1.0418259622705421,4.514395713806152,1.5722169380027462,4.3067716019494195,1.3077400563692478,0,0.7127281276633262,6.5306196
5.1607,6.8484,0.53,27.45,28.08,26.53,85.05,3.81,114.0,100.76,28.7,24.73,26.09,5.9537,1.9855,3.96,2023-03-26,6.5306196,2023,3,6,85,1,5.983857,2.645841,4.6211925,3.991758,4.768211,27.06,84.58,11.49,3.13,4.8504,4.416963497797648,1.6783534364552577,4.769681589944022,1.654966561682526,4.335682579449245,1.3420557841325602,0,0.7535628760002336,4.045191
5.4624,6.7855,0.56,28.08,28.47,27.52,81.9,2.32,102.6,100.69,28.81,24.72,26.4,4.5192,2.2363,1.01,2023-03-27,4.045191,2023,3,0,86,1,6.5306196,5.983857,2.645841,5.9917865,4.432117,27.45,85.05,3.96,3.81,5.1607,5.053439219792684,2.1028872083990975,5.132376091820853,1.732454550463626,4.461568917546954,1.462960201327863,0,0.8050106845479331,0.9696919
6.3931,6.7236,0.66,28.6,29.63,27.7,81.35,3.29,257.3,100.61,28.97,25.1,26.85,6.8702,1.4808,1.03,2023-03-28,0.9696919,2023,3,1,87,1,4.045191,6.5306196,5.983857,7.094009,2.7347653,28.08,81.9,1.01,2.32,5.4624,5.519889195760091,1.306058495181987,4.854290996279035,1.7277373929151105,4.433931333678109,1.4672080436949146,0,0.9508447855315604,17.14406
5.838,6.7951,0.61,28.56,30.38,26.95,75.24,2.51,212.8,100.54,29.49,23.69,26.13,5.9849,2.8788,0.17,2023-03-29,17.14406,2023,3,2,88,1,0.9696919,4.045191,6.5306196,3.0593271,2.780915,28.6,81.35,1.03,3.29,6.3931,3.8485007683436074,2.7856766837191587,3.979388560567583,1.9419085565279528,4.307854660919735,1.6842334020907515,1,0.8591485040691087,9.552565
6.4752,6.7399,0.68,28.38,29.3,27.74,78.13,2.62,101.9,100.63,29.62,24.2,26.29,7.3375,1.5353,0.37,2023-03-30,9.552565,2023,3,3,89,1,17.14406,0.9696919,4.045191,4.6211925,3.736048,28.56,75.24,0.17,2.51,5.838,7.386314272880554,8.589230271736218,5.991493276187351,5.2717511315923,5.333793597561972,3.768056675937263,1,0.9607264202732979,2.9346979
5.9899,6.6394,0.63,28.24,28.82,27.58,81.44,3.57,87.5,100.8,29.53,24.77,26.5,5.6215,1.9651,0.7,2023-03-31,2.9346979,2023,3,4,90,1,9.552565,17.14406,0.9696919,2.645841,4.662873,28.38,78.13,0.37,2.62,6.4752,9.222105542818705,8.092246262491127,6.695975014141628,5.386365551244297,5.7492590716906955,3.896802836714388,1,0.9021748953218663,3.7366304
6.0811,6.6055,0.64,28.11,28.58,27.53,80.22,4.31,102.3,100.77,29.18,24.39,26.25,6.2717,1.6975,0.53,2023-04-01,3.7366304,2023,4,5,91,1,2.9346979,9.552565,17.14406,5.983857,4.196856,28.24,81.44,0.7,3.57,5.9899,9.877107540766398,7.110238399595988,6.737240297453744,5.35115723696272,5.625818005629948,3.960712177604572,1,0.9206116115358414,3.1589806
6.4874,6.7694,0.69,28.32,29.17,27.54,76.98,4.81,99.2,100.81,29.24,23.9,26.11,7.2631,1.5055,0.02,2023-04-02,3.1589806,2023,4,6,92,1,3.7366304,2.9346979,9.552565,6.5306196,3.991758,28.11,80.22,0.53,4.31,6.0811,5.4079643090566,3.61165582139027,6.416207909584045,5.4699778099533996,5.592944749764034,3.9753674295055315,1,0.9583419505421455,3.125571
6.6478,6.7922,0.71,27.6,28.4,27.02,81.11,4.7,112.2,100.93,29.23,24.08,25.84,7.9836,1.1746,1.31,2023-04-03,3.125571,2023,4,0,93,1,3.1589806,3.7366304,2.9346979,4.045191,5.9917865,28.32,76.98,0.02,4.81,6.4874,3.2767696380615234,0.4137386309516588,5.9345451933997015,5.605003572667031,5.533460642610278,4.007271720553686,0,0.9787403197785696,5.3658624
5.9779,6.6821,0.64,27.82,28.73,26.78,80.67,5.46,114.9,100.92,29.19,24.2,26.01,6.0197,1.8307,2.02,2023-04-04,5.3658624,2023,4,1,94,1,3.125571,3.1589806,3.7366304,0.9696919,7.094009,27.6,81.11,1.31,4.7,6.6478,3.3403940200805664,0.3435571647876081,5.803170936448233,5.667101726885529,5.328730966363635,4.0549875925397805,0,0.8946139686625462,2.9164581
6.5407,6.7246,0.7,27.36,28.34,26.56,75.73,4.4,108.5,100.82,29.02,22.7,25.03,7.225,1.4808,0.04,2023-04-05,2.9164581,2023,4,2,95,1,5.3658624,3.125571,3.1589806,17.14406,3.0593271,27.82,80.67,2.02,5.46,5.9779,3.8834713300069175,1.2838969763293855,6.431195293154035,5.272002602915812,5.205291926860809,4.023296281669587,1,0.9726526484846683,2.9662318
6.427,6.6722,0.7,28.07,29.42,26.54,73.07,3.87,23.4,100.68,29.14,22.8,25.44,6.8621,1.6056,0.06,2023-04-06,2.9662318,2023,4,3,96,1,2.9164581,5.3658624,3.125571,9.552565,4.6211925,27.36,75.73,0.04,4.4,6.5407,3.8026305039723716,1.3578300514265682,4.39868072101048,2.4301633854092213,5.195086998598916,4.029334797792515,1,0.9632505020832708,3.1541703
